umbral_m,n_anotados,n_dudosos,tasa_fp,tasa_fp_lo,tasa_fp_hi,sensibilidad,sens_lo,sens_hi
5.5,150,12,0.2015,0.1284,0.2804,0.9006,0.8364,0.965
