id,orden,x,y,chm_m,estrato,peso_m2,bloque
v0316,70,549203.5,4678545.5,9.539999961853027,"[6,10)",1948.38,PNOA-2024-GAL-549-4679-H29-NPC01
v0155,71,559319.5,4673434.5,3.6600000858306885,"[2.5,4)",1354.65,PNOA-2024-GAL-559-4674-H29-NPC01
v0290,72,549262.5,4678806.5,6.610000133514404,"[6,10)",1948.38,PNOA-2024-GAL-549-4679-H29-NPC01
v0284,73,562540.5,4667196.5,6.880000114440918,"[6,10)",1948.38,PNOA-2024-GAL-562-4668-H29-NPC01
v0167,74,559698.5,4673442.5,3.869999885559082,"[2.5,4)",1354.65,PNOA-2024-GAL-559-4674-H29-NPC01
v0148,75,562299.5,4667384.5,2.2699999809265137,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0093,76,562580.5,4667450.5,2.109999895095825,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0360,77,549346.5,4678219.5,11.90999984741211,"[10,20)",3579.04,PNOA-2024-GAL-549-4679-H29-NPC01
v0212,78,549253.5,4678579.5,5.96999979019165,"[4,6)",1104.4,PNOA-2024-GAL-549-4679-H29-NPC01
v0056,79,559769.5,4673413.5,0.699999988079071,"[0.5,1.5)",2080.2,PNOA-2024-GAL-559-4674-H29-NPC01
v0303,80,559941.5,4673467.5,7.380000114440918,"[6,10)",1948.38,PNOA-2024-GAL-559-4674-H29-NPC01
v0156,81,562856.5,4667658.5,2.6600000858306885,"[2.5,4)",1354.65,PNOA-2024-GAL-562-4668-H29-NPC01
v0152,82,562613.5,4667419.5,3.6700000762939453,"[2.5,4)",1354.65,PNOA-2024-GAL-562-4668-H29-NPC01
v0194,83,562630.5,4667010.5,2.640000104904175,"[2.5,4)",1354.65,PNOA-2024-GAL-562-4668-H29-NPC01
v0355,84,559254.5,4673933.5,11.279999732971191,"[10,20)",3579.04,PNOA-2024-GAL-559-4674-H29-NPC01
v0109,85,562132.5,4667766.5,2.1600000858306885,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0326,86,549824.5,4678798.5,10.779999732971191,"[10,20)",3579.04,PNOA-2024-GAL-549-4679-H29-NPC01
v0128,87,562935.5,4667979.5,1.75,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0074,88,562954.5,4667678.5,0.5899999737739563,"[0.5,1.5)",2080.2,PNOA-2024-GAL-562-4668-H29-NPC01
v0235,89,562591.5,4667238.5,5.880000114440918,"[4,6)",1104.4,PNOA-2024-GAL-562-4668-H29-NPC01
v0211,90,549909.5,4678889.5,5.139999866485596,"[4,6)",1104.4,PNOA-2024-GAL-549-4679-H29-NPC01
v0218,91,549922.5,4678559.5,5.510000228881836,"[4,6)",1104.4,PNOA-2024-GAL-549-4679-H29-NPC01
v0270,92,559513.5,4673168.5,9.960000038146973,"[6,10)",1948.38,PNOA-2024-GAL-559-4674-H29-NPC01
v0378,93,549435.5,4678694.5,33.36000061035156,"[20,inf)",2768.07,PNOA-2024-GAL-549-4679-H29-NPC01
v0007,94,562507.5,4667587.5,0.09000000357627869,"[0,0.5)",7263.62,PNOA-2024-GAL-562-4668-H29-NPC01
v0170,95,549530.5,4678288.5,2.890000104904175,"[2.5,4)",1354.65,PNOA-2024-GAL-549-4679-H29-NPC01
v0395,96,549494.5,4678204.5,30.0,"[20,inf)",2768.07,PNOA-2024-GAL-549-4679-H29-NPC01
v0026,97,559319.5,4673125.5,0.17000000178813934,"[0,0.5)",7263.62,PNOA-2024-GAL-559-4674-H29-NPC01
v0028,98,559699.5,4673577.5,0.12999999523162842,"[0,0.5)",7263.62,PNOA-2024-GAL-559-4674-H29-NPC01
v0275,99,549489.5,4678238.5,9.460000038146973,"[6,10)",1948.38,PNOA-2024-GAL-549-4679-H29-NPC01
v0042,100,559363.5,4673624.5,1.190000057220459,"[0.5,1.5)",2080.2,PNOA-2024-GAL-559-4674-H29-NPC01
v0217,101,562141.5,4667875.5,4.630000114440918,"[4,6)",1104.4,PNOA-2024-GAL-562-4668-H29-NPC01
v0133,102,562452.5,4667707.5,2.4100000858306885,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0154,103,549897.5,4678116.5,3.190000057220459,"[2.5,4)",1354.65,PNOA-2024-GAL-549-4679-H29-NPC01
v0158,104,559000.5,4673052.5,3.440000057220459,"[2.5,4)",1354.65,PNOA-2024-GAL-559-4674-H29-NPC01
v0045,105,562877.5,4667454.5,0.5299999713897705,"[0.5,1.5)",2080.2,PNOA-2024-GAL-562-4668-H29-NPC01
v0144,106,562920.5,4667545.5,2.240000009536743,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0256,107,562047.5,4667153.5,5.849999904632568,"[4,6)",1104.4,PNOA-2024-GAL-562-4668-H29-NPC01
v0047,108,559375.5,4673446.5,0.6000000238418579,"[0.5,1.5)",2080.2,PNOA-2024-GAL-559-4674-H29-NPC01
v0307,109,562105.5,4667542.5,7.889999866485596,"[6,10)",1948.38,PNOA-2024-GAL-562-4668-H29-NPC01
v0296,110,549268.5,4678967.5,8.6899995803833,"[6,10)",1948.38,PNOA-2024-GAL-549-4679-H29-NPC01
v0281,111,559912.5,4673298.5,9.949999809265137,"[6,10)",1948.38,PNOA-2024-GAL-559-4674-H29-NPC01
v0365,112,559874.5,4673376.5,16.84000015258789,"[10,20)",3579.04,PNOA-2024-GAL-559-4674-H29-NPC01
v0136,113,559846.5,4673071.5,2.3299999237060547,"[1.5,2.5)",2354.22,PNOA-2024-GAL-559-4674-H29-NPC01
v0022,114,559526.5,4673222.5,0.05999999865889549,"[0,0.5)",7263.62,PNOA-2024-GAL-559-4674-H29-NPC01
v0188,115,562591.5,4667473.5,3.869999885559082,"[2.5,4)",1354.65,PNOA-2024-GAL-562-4668-H29-NPC01
