x,y,h_max,h_media,area_m2,bloque,NOMECONCEL,PARROQUIA,zona,validada
553865.5,4679178.5,11.12,8.72,123,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553188.5,4679948.5,11.88,9.47,32,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553725.5,4679728.5,11.92,8.34,151,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553212.5,4679717.5,11.52,8.51,129,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553591.5,4679217.5,11.61,7.89,76,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553885.5,4679821.5,11.02,8.95,153,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553595.5,4679250.5,11.36,8.37,75,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553965.5,4679504.5,11.19,8.26,71,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553511.5,4679774.5,11.22,8.84,82,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553717.5,4679725.5,10.73,8.54,188,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553912.5,4679747.5,11.15,8.15,83,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553429.5,4679280.5,11.26,8.42,38,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553540.5,4679751.5,10.44,8.79,142,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553567.5,4679262.5,11.17,8.21,63,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553410.5,4679357.5,10.77,8.48,79,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553563.5,4679189.5,10.82,8.22,40,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553399.5,4679575.5,10.44,8.09,83,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553674.5,4679742.5,10.75,8.43,105,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553173.5,4679668.5,10.67,8.01,69,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553704.5,4679744.5,10.37,8.23,83,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553781.5,4679617.5,9.97,8.23,165,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553981.5,4679497.5,10.31,8.0,86,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553181.5,4679603.5,11.81,7.68,136,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553374.5,4679340.5,10.18,8.13,66,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553613.5,4679293.5,10.14,8.36,70,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553881.5,4679684.5,10.01,8.83,34,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553164.5,4679863.5,10.6,8.05,41,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553607.5,4679291.5,9.88,8.2,59,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553388.5,4679361.5,9.94,8.23,52,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553368.5,4679593.5,10.34,7.26,77,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553589.5,4679292.5,9.66,7.6,190,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553535.5,4679142.5,9.57,8.09,53,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553583.5,4679271.5,9.5,7.97,73,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553672.5,4679752.5,9.92,7.86,54,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553581.5,4679277.5,9.92,7.83,64,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553329.5,4679446.5,10.09,8.39,23,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553671.5,4679759.5,10.32,8.06,45,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553178.5,4679935.5,11.31,7.99,37,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553157.5,4679927.5,9.62,7.54,74,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553262.5,4679615.5,9.32,7.98,92,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553221.5,4679969.5,10.03,7.48,45,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553604.5,4679247.5,9.97,7.52,44,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553601.5,4679215.5,9.67,7.51,76,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553554.5,4679104.5,9.29,7.44,77,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553605.5,4679280.5,9.19,7.52,81,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553370.5,4679543.5,9.56,7.56,41,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553597.5,4679238.5,10.03,7.88,25,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553376.5,4679540.5,9.75,7.45,48,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553563.5,4679146.5,9.49,7.51,57,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553368.5,4679519.5,9.37,7.51,57,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553556.5,4679116.5,9.26,7.59,35,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553366.5,4679575.5,9.55,7.46,34,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553367.5,4679586.5,10.11,7.69,29,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553567.5,4679272.5,9.99,7.86,43,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553438.5,4679353.5,9.29,7.55,48,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553330.5,4679434.5,9.06,7.58,29,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553573.5,4679113.5,8.91,7.06,64,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553231.5,4679984.5,9.12,7.15,68,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553450.5,4679282.5,9.47,7.2,28,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553603.5,4679725.5,8.99,7.0,65,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553592.5,4679266.5,8.83,7.05,54,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553365.5,4679567.5,9.13,6.96,39,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553598.5,4679304.5,8.69,7.06,42,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553599.5,4679265.5,8.69,6.94,49,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553422.5,4679279.5,8.8,7.4,30,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553168.5,4679689.5,9.04,6.79,43,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553576.5,4679125.5,8.76,7.2,30,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553571.5,4679166.5,7.95,7.16,56,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553251.5,4679742.5,8.6,6.91,78,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553599.5,4679221.5,8.21,7.11,18,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553436.5,4679625.5,8.15,7.1,46,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553207.5,4679705.5,8.54,6.69,52,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553567.5,4679167.5,8.03,6.82,50,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553410.5,4679580.5,8.57,6.84,48,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553140.5,4679875.5,8.03,6.94,40,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553163.5,4679699.5,8.03,6.83,32,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553170.5,4679657.5,8.03,6.78,24,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553197.5,4679575.5,8.06,6.74,35,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553437.5,4679337.5,7.61,6.85,50,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553357.5,4679368.5,7.78,6.67,31,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553200.5,4679967.5,8.29,7.56,11,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553588.5,4679139.5,7.65,6.55,38,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553629.5,4679321.5,7.79,7.03,17,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553413.5,4679622.5,7.99,7.24,12,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553187.5,4679570.5,7.82,6.52,33,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553213.5,4679958.5,7.97,6.78,17,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553421.5,4679382.5,7.3,6.5,46,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553605.5,4679268.5,7.3,6.57,30,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553292.5,4679982.5,7.19,6.55,20,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553567.5,4679116.5,6.98,6.28,50,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553186.5,4679980.5,7.3,6.65,16,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553550.5,4679747.5,7.18,7.06,9,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553564.5,4679159.5,7.12,6.36,19,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553366.5,4679343.5,7.05,6.56,21,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553565.5,4679744.5,6.75,6.26,39,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553409.5,4679528.5,7.15,6.47,8,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553586.5,4679284.5,7.06,6.15,17,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553250.5,4679620.5,6.51,6.35,10,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553460.5,4679281.5,7.18,6.61,7,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553250.5,4679583.5,6.65,6.04,25,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553193.5,4679698.5,6.73,6.13,13,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553198.5,4679614.5,6.6,5.99,15,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553581.5,4679120.5,6.5,6.12,8,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553370.5,4679536.5,6.6,6.08,10,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553154.5,4679848.5,6.96,6.61,4,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553594.5,4679730.5,6.71,6.29,4,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553620.5,4679717.5,6.48,6.31,5,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553547.5,4679765.5,6.09,5.83,33,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553475.5,4679304.5,7.04,6.75,4,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553381.5,4679610.5,6.24,6.1,5,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553206.5,4679584.5,6.11,5.98,5,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553383.5,4679614.5,6.07,5.92,3,PNOA-2024-GAL-553-4680-H29-NPC01,Covelo,Maceira (San Salvador),110_935,True
553335.5,4680089.5,36.61,18.27,684,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553297.5,4680095.5,21.95,16.18,169,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553302.5,4680101.5,19.57,12.7,423,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553310.5,4680095.5,18.72,15.21,112,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553348.5,4680091.5,16.8,14.45,91,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553328.5,4680052.5,16.64,13.22,291,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553355.5,4680091.5,16.5,13.63,116,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553349.5,4680084.5,16.34,12.41,171,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553323.5,4680031.5,16.5,12.96,176,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553317.5,4680014.5,16.28,12.38,191,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553353.5,4680100.5,16.31,12.46,148,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553350.5,4680061.5,15.92,11.65,394,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553339.5,4680015.5,15.98,11.02,308,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553371.5,4680082.5,15.63,11.55,283,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553354.5,4680108.5,15.89,12.01,164,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553330.5,4680062.5,15.49,12.7,105,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553674.5,4680672.5,15.46,10.45,266,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553332.5,4680070.5,14.94,12.26,95,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553374.5,4680045.5,13.47,9.48,217,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553374.5,4680049.5,13.21,11.05,82,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553376.5,4680053.5,13.45,10.96,39,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553368.5,4680058.5,12.92,10.32,172,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553197.5,4680016.5,12.93,9.35,180,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553258.5,4680027.5,12.63,9.73,123,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553255.5,4680022.5,13.18,9.18,85,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553352.5,4680119.5,13.25,10.33,53,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553358.5,4680117.5,12.55,9.71,45,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553356.5,4680124.5,12.14,9.21,181,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553247.5,4680063.5,12.31,11.49,25,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553351.5,4680046.5,11.7,9.33,124,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553771.5,4680636.5,10.87,8.82,207,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553663.5,4680677.5,10.91,9.0,76,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553749.5,4680662.5,11.44,8.4,62,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553245.5,4680044.5,10.53,9.53,22,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553356.5,4680038.5,10.95,8.01,38,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553265.5,4680073.5,10.33,9.4,19,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553700.5,4680645.5,10.63,7.44,84,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553723.5,4680587.5,9.58,8.35,82,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553252.5,4680051.5,9.58,8.84,24,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553765.5,4680642.5,9.57,8.16,39,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553808.5,4680977.5,9.1,7.75,133,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553864.5,4680993.5,9.36,8.92,17,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553269.5,4680084.5,9.93,9.4,12,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553779.5,4680661.5,9.24,7.19,85,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553686.5,4680654.5,9.55,6.8,75,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553260.5,4680062.5,8.98,8.6,17,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553683.5,4680625.5,8.62,7.35,32,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553239.5,4680054.5,8.71,8.17,17,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553719.5,4680666.5,9.58,7.22,30,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553355.5,4680031.5,8.94,7.18,65,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553753.5,4680612.5,8.76,7.06,57,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553730.5,4680663.5,9.65,8.16,21,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553631.5,4680618.5,8.34,7.19,43,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553712.5,4680665.5,8.89,6.66,49,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553747.5,4680637.5,7.91,6.56,66,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553788.5,4680631.5,7.66,6.85,16,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553693.5,4680591.5,7.02,6.69,13,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553793.5,4680659.5,7.09,6.45,23,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553701.5,4680586.5,6.74,6.53,10,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553250.5,4680074.5,6.79,6.63,6,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553628.5,4680644.5,7.61,6.93,5,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553717.5,4680603.5,6.62,6.26,9,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553793.5,4680990.5,6.22,5.97,9,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553789.5,4680982.5,6.2,5.89,9,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553675.5,4680660.5,6.89,6.46,8,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553639.5,4680621.5,6.19,5.9,8,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553659.5,4680660.5,6.63,6.24,3,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553670.5,4680639.5,6.94,6.03,5,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553756.5,4680630.5,6.53,6.06,8,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553696.5,4680596.5,5.84,5.7,4,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553674.5,4680649.5,6.35,6.21,4,PNOA-2024-GAL-553-4681-H29-NPC01,Covelo,Maceira (San Salvador),110_936,True
553963.5,4681067.5,30.48,21.1,649,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553966.5,4681190.5,29.64,22.02,213,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553977.5,4681179.5,29.31,17.34,194,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553964.5,4681170.5,28.72,22.42,266,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553967.5,4681178.5,28.63,25.2,61,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553953.5,4681055.5,28.29,22.35,191,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553976.5,4681168.5,27.5,21.07,140,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553972.5,4681168.5,27.65,22.19,67,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553966.5,4681200.5,26.65,15.54,268,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553964.5,4681197.5,26.32,22.57,98,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553966.5,4681207.5,25.36,16.92,108,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553965.5,4681053.5,23.44,17.07,45,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553975.5,4681060.5,23.09,18.86,78,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553982.5,4681065.5,22.8,16.31,259,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553986.5,4681081.5,14.4,10.23,410,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553991.5,4681095.5,9.78,7.53,38,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553989.5,4681180.5,8.49,7.04,44,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
553984.5,4681209.5,6.73,6.12,28,PNOA-2024-GAL-553-4682-H29-NPC01,Covelo,Fofe (San Miguel),110_936,True
554007.5,4665318.5,21.8,11.79,136,PNOA-2024-GAL-554-4666-H29-NPC01,Arbo,Arbo (Santa María),110_933,True
554011.5,4665296.5,8.19,7.81,14,PNOA-2024-GAL-554-4666-H29-NPC01,Arbo,Arbo (Santa María),110_933,True
554016.5,4665188.5,7.53,6.39,21,PNOA-2024-GAL-554-4666-H29-NPC01,Arbo,Arbo (Santa María),110_933,True
554024.5,4665250.5,7.25,6.46,17,PNOA-2024-GAL-554-4666-H29-NPC01,Arbo,Arbo (Santa María),110_933,True
