x,y,h_max,h_media,area_m2,bloque,NOMECONCEL,PARROQUIA,zona,validada
528764.5,4688825.5,9.31,7.89,21,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528927.5,4688698.5,8.31,6.85,47,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528914.5,4688307.5,9.19,6.59,52,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528917.5,4688689.5,7.6,6.75,34,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528869.5,4688692.5,7.61,6.66,41,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528918.5,4688695.5,7.53,6.61,32,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528941.5,4688757.5,7.81,6.82,16,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528944.5,4688612.5,7.21,6.36,38,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528951.5,4688267.5,7.85,6.75,9,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528884.5,4688682.5,6.87,6.49,14,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528993.5,4688101.5,7.2,6.47,13,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528837.5,4688701.5,7.17,6.15,29,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528920.5,4688799.5,6.76,6.18,17,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528877.5,4688686.5,6.62,6.29,12,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528910.5,4688297.5,7.93,6.38,4,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528988.5,4688275.5,6.79,6.32,8,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528917.5,4688606.5,6.36,5.93,18,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528841.5,4688715.5,6.03,5.94,6,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528909.5,4688692.5,6.51,6.23,3,PNOA-2024-GAL-528-4689-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528698.5,4689447.5,46.21,32.35,217,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528737.5,4689387.5,44.32,29.57,420,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528954.5,4689193.5,33.41,23.17,412,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528954.5,4689186.5,33.01,20.66,146,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528972.5,4689191.5,31.67,20.48,327,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528827.5,4689170.5,26.98,20.55,182,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528821.5,4689171.5,26.1,20.47,158,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528728.5,4689405.5,22.06,16.61,320,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528887.5,4689217.5,20.06,13.73,645,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528724.5,4689422.5,19.35,14.94,245,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528896.5,4689216.5,19.29,12.47,275,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528775.5,4689397.5,18.19,13.43,314,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528891.5,4689199.5,18.28,13.66,317,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528900.5,4689209.5,17.5,14.51,142,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528869.5,4689167.5,17.53,11.88,283,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528993.5,4689185.5,17.52,12.04,243,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528973.5,4689171.5,17.88,11.85,226,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528848.5,4689314.5,17.16,13.81,142,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528739.5,4689410.5,17.02,12.09,186,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528870.5,4689176.5,16.97,12.77,175,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528900.5,4689196.5,17.21,13.88,150,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528929.5,4689169.5,16.65,10.52,405,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528847.5,4689321.5,16.2,12.02,217,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528894.5,4689191.5,15.74,12.68,93,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528884.5,4689172.5,15.35,11.18,282,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528915.5,4689201.5,15.69,10.33,103,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528917.5,4689197.5,16.31,11.82,66,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528769.5,4689409.5,15.36,11.51,84,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528883.5,4689177.5,14.89,12.48,77,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528798.5,4689183.5,14.77,11.31,219,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528797.5,4689348.5,14.79,9.69,223,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528736.5,4689417.5,14.69,11.22,68,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528907.5,4689192.5,14.7,11.41,129,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528933.5,4689068.5,14.32,9.48,196,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528878.5,4689183.5,14.4,12.03,86,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528884.5,4689183.5,13.79,11.22,28,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528917.5,4689192.5,14.19,10.06,78,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528923.5,4689111.5,13.78,8.61,187,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528904.5,4689184.5,13.76,10.68,49,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528928.5,4689109.5,13.39,8.54,143,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528926.5,4689090.5,13.6,8.15,179,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528843.5,4689242.5,12.62,9.75,185,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528908.5,4689101.5,13.7,8.79,224,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528905.5,4689141.5,13.1,9.57,121,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528768.5,4689387.5,12.74,9.54,72,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528929.5,4689084.5,12.23,9.12,144,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528787.5,4689186.5,12.21,9.62,113,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528906.5,4689150.5,12.69,9.02,274,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528762.5,4689403.5,12.36,10.09,70,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528984.5,4689206.5,11.73,8.19,124,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528983.5,4689056.5,10.48,8.39,44,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528978.5,4689007.5,10.29,8.61,60,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528953.5,4689174.5,10.24,8.52,53,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528929.5,4689058.5,9.93,8.26,80,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528921.5,4689183.5,9.92,8.17,25,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528913.5,4689257.5,10.07,7.65,51,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528807.5,4689357.5,9.64,7.47,62,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528876.5,4689257.5,9.7,7.45,53,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528881.5,4689143.5,9.43,7.6,62,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528730.5,4689432.5,9.39,7.29,33,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528920.5,4689210.5,9.95,6.98,49,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528987.5,4689200.5,8.74,7.87,13,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528931.5,4689188.5,8.94,6.86,59,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528921.5,4689068.5,8.31,6.92,43,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528858.5,4689204.5,8.64,7.14,55,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528988.5,4689212.5,8.6,6.79,53,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528894.5,4689140.5,8.95,7.12,48,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528982.5,4689039.5,8.86,6.69,38,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528931.5,4689205.5,7.39,6.46,130,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528951.5,4689162.5,8.42,7.08,17,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528919.5,4689218.5,7.41,6.4,46,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528823.5,4689260.5,7.04,6.45,46,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528896.5,4689105.5,7.39,6.47,21,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528960.5,4689167.5,7.76,7.01,9,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528965.5,4689221.5,6.71,6.22,23,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528735.5,4689440.5,7.41,6.29,14,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528926.5,4689216.5,7.09,6.05,18,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528858.5,4689160.5,7.92,7.36,3,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528907.5,4689083.5,6.6,6.42,7,PNOA-2024-GAL-528-4690-H29-NPC01,Vilaboa,Vilaboa (San Martiño),105_937,True
528115.5,4710617.5,24.67,17.16,166,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528141.5,4710648.5,23.36,14.89,272,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528125.5,4710616.5,22.69,14.31,116,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528570.5,4710621.5,21.73,16.99,152,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528139.5,4710658.5,21.17,16.4,127,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528338.5,4710682.5,20.63,16.03,73,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528105.5,4710626.5,20.81,17.19,73,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528042.5,4710436.5,20.11,13.67,319,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528658.5,4710605.5,21.07,15.82,125,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528109.5,4710623.5,20.07,14.99,118,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528089.5,4710623.5,19.32,14.04,522,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528226.5,4710304.5,18.23,13.47,77,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528614.5,4710030.5,17.91,12.98,289,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528550.5,4710868.5,18.04,14.66,128,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528070.5,4710484.5,18.11,12.73,77,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528070.5,4710488.5,17.78,11.95,122,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528131.5,4710641.5,17.76,15.27,110,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528500.5,4710116.5,17.55,13.04,195,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528624.5,4710027.5,17.69,12.75,295,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528071.5,4710479.5,17.31,12.26,168,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528657.5,4710337.5,17.45,13.5,311,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528632.5,4710026.5,17.31,11.97,170,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528667.5,4710338.5,16.69,14.06,259,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528140.5,4710634.5,16.57,11.41,215,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528587.5,4710478.5,15.21,10.51,150,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528632.5,4710341.5,15.06,11.01,147,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528129.5,4710632.5,15.02,11.67,118,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528063.5,4710387.5,14.88,10.64,146,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528537.5,4710853.5,14.48,11.79,163,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528224.5,4710789.5,14.52,11.07,86,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528563.5,4710137.5,14.27,9.51,180,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528655.5,4710035.5,14.23,10.2,283,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528161.5,4710647.5,13.93,9.9,238,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528735.5,4710039.5,13.54,10.98,39,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528594.5,4710535.5,12.73,9.74,96,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528509.5,4710128.5,12.75,8.81,180,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528641.5,4710030.5,12.86,9.81,52,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528749.5,4710120.5,12.48,10.48,120,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528747.5,4710116.5,12.24,10.8,79,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528591.5,4710496.5,12.13,9.57,258,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528053.5,4710416.5,12.19,8.65,185,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528737.5,4710104.5,11.67,10.24,135,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528446.5,4710573.5,11.98,9.85,119,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528070.5,4710400.5,11.63,8.95,114,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528639.5,4710333.5,11.43,9.65,174,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528072.5,4710445.5,11.31,9.04,101,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528600.5,4710207.5,11.44,8.95,138,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528622.5,4710079.5,11.89,8.56,214,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528612.5,4710543.5,11.21,8.57,198,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528238.5,4710784.5,11.09,8.57,109,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528585.5,4710363.5,11.42,9.22,139,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528074.5,4710597.5,11.34,11.02,19,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528590.5,4710504.5,10.55,9.27,91,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528630.5,4710353.5,10.41,8.96,110,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528105.5,4710970.5,10.37,9.09,81,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528605.5,4710167.5,10.2,8.26,57,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528567.5,4710174.5,10.08,7.85,93,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528623.5,4710347.5,10.08,8.36,96,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528090.5,4710601.5,10.08,8.2,126,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528091.5,4710605.5,10.33,7.82,110,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528089.5,4710594.5,10.06,7.94,99,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528608.5,4710371.5,10.9,10.79,14,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528218.5,4710324.5,9.9,7.95,123,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528612.5,4710348.5,10.16,7.91,165,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528089.5,4710586.5,9.89,7.91,101,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528067.5,4710408.5,9.98,7.24,89,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528437.5,4710485.5,9.48,8.56,33,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528087.5,4710994.5,10.01,8.77,24,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528089.5,4710582.5,9.92,7.26,242,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528038.5,4710483.5,9.03,7.38,101,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528618.5,4710100.5,9.03,7.66,90,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528009.5,4710194.5,8.77,7.19,70,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528052.5,4710475.5,8.66,7.6,40,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528448.5,4710048.5,9.1,7.36,47,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528063.5,4710404.5,8.84,7.72,42,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528664.5,4710040.5,8.63,7.79,26,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528005.5,4710321.5,8.71,6.75,109,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528641.5,4710088.5,8.48,7.39,67,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528632.5,4710081.5,8.27,7.39,25,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528559.5,4710177.5,8.08,7.17,39,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528655.5,4710555.5,8.25,7.2,27,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528625.5,4710056.5,8.57,7.01,42,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528043.5,4710408.5,8.03,7.32,36,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528637.5,4710065.5,8.11,6.97,51,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Agudelo (San Martiño),105_942,True
528145.5,4710579.5,8.1,6.92,47,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528073.5,4710985.5,7.84,7.19,55,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528540.5,4710146.5,7.79,6.77,53,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528160.5,4710597.5,7.64,6.89,41,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528049.5,4710493.5,7.42,6.81,263,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528302.5,4710495.5,7.76,6.8,35,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528133.5,4710420.5,7.71,7.04,17,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528620.5,4710051.5,7.39,6.73,51,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528431.5,4710626.5,7.4,6.73,21,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528036.5,4710912.5,7.55,6.87,28,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528049.5,4710362.5,7.37,6.74,19,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528507.5,4710618.5,7.16,6.16,61,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528550.5,4710160.5,7.09,6.5,21,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528428.5,4710473.5,6.96,6.71,21,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528461.5,4710577.5,6.93,6.52,41,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528051.5,4710425.5,7.0,6.41,19,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528530.5,4710157.5,6.94,6.38,26,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
528326.5,4710317.5,8.06,6.85,23,PNOA-2024-GAL-528-4711-H29-NPC01,Barro,Valiñas (Santo André),105_942,True
