x,y,h_max,h_media,area_m2,bloque,NOMECONCEL,PARROQUIA,zona,validada,pred_prohibida,p_eucalipto,p_frondosa,p_pino
551654.5,4678458.5,25.03,19.57,104,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.8669,0.0271,0.1059
551661.5,4678463.5,24.49,16.54,207,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.6952,0.2923,0.0125
551639.5,4678454.5,24.64,17.0,133,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.9364,0.0096,0.054
551512.5,4678219.5,22.76,13.8,438,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.6803,0.2766,0.0431
551483.5,4678278.5,21.13,12.96,814,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0004,0.9993,0.0003
551544.5,4678518.5,21.36,13.75,166,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.2964,0.5491,0.1545
551430.5,4678586.5,21.52,13.4,136,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.8323,0.1562,0.0115
551629.5,4678452.5,21.49,15.02,42,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.8601,0.0106,0.1292
551547.5,4678168.5,20.7,18.17,123,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.5639,0.4059,0.0302
551547.5,4678172.5,20.56,16.11,183,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0334,0.9551,0.0115
551425.5,4678600.5,20.71,14.74,82,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.5367,0.3267,0.1366
551472.5,4678268.5,19.78,12.13,436,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0319,0.9211,0.047
551677.5,4678460.5,20.23,11.15,116,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.114,0.8757,0.0102
551502.5,4678177.5,19.52,12.01,460,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0388,0.9472,0.014
551542.5,4678158.5,19.32,15.58,288,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0447,0.9541,0.0012
551534.5,4678167.5,18.91,16.66,120,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.276,0.7126,0.0114
551539.5,4678153.5,18.96,14.76,124,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0131,0.9478,0.0391
551528.5,4678177.5,18.57,14.44,261,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0976,0.8969,0.0055
551526.5,4678151.5,18.07,14.96,207,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1135,0.6429,0.2435
551535.5,4678505.5,18.23,11.93,126,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.6129,0.2748,0.1123
551518.5,4678168.5,17.51,14.81,153,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0396,0.9221,0.0383
551419.5,4678595.5,17.75,12.82,64,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.2025,0.7463,0.0512
551527.5,4678165.5,16.78,15.49,52,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.2226,0.7729,0.0045
551675.5,4678443.5,16.66,12.24,117,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0135,0.9142,0.0723
551308.5,4678623.5,16.9,12.17,106,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.4556,0.1895,0.3549
551503.5,4678184.5,16.66,11.11,300,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.2987,0.6926,0.0087
551520.5,4678149.5,16.74,12.07,144,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0267,0.8379,0.1354
551669.5,4678440.5,16.53,10.62,179,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0478,0.9263,0.0259
551518.5,4678158.5,16.14,13.51,73,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0977,0.6662,0.2361
551511.5,4678171.5,16.2,13.87,67,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0578,0.899,0.0432
551559.5,4678157.5,15.98,12.86,169,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0144,0.9835,0.0021
551584.5,4678216.5,16.11,10.71,504,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.2303,0.7615,0.0082
551343.5,4678624.5,16.6,11.71,89,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.4834,0.0881,0.4285
551528.5,4678194.5,14.95,9.94,337,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0237,0.9579,0.0184
551674.5,4678431.5,14.63,11.91,66,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.5683,0.3727,0.0591
551554.5,4678143.5,14.36,10.96,94,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0595,0.8677,0.0728
551610.5,4678235.5,14.03,10.42,109,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.5633,0.1362,0.3005
551340.5,4678302.5,14.01,10.16,197,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1734,0.7077,0.1189
551573.5,4678148.5,14.19,10.25,109,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0174,0.9733,0.0093
551354.5,4678311.5,13.64,9.93,252,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1295,0.8014,0.0691
551504.5,4678251.5,13.12,10.35,112,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0193,0.976,0.0046
551522.5,4678518.5,13.82,9.87,39,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.6988,0.2131,0.0882
551080.5,4678557.5,12.9,9.75,62,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.5378,0.4512,0.0109
551507.5,4678269.5,12.79,9.06,190,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0214,0.9737,0.005
551423.5,4678280.5,12.81,10.49,60,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0451,0.8955,0.0594
551574.5,4678140.5,12.37,9.08,120,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0897,0.8499,0.0604
551511.5,4678250.5,12.25,9.89,89,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0089,0.9791,0.012
551575.5,4678215.5,12.18,10.09,45,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0571,0.8715,0.0715
551592.5,4678203.5,12.2,9.77,154,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0099,0.9669,0.0232
551302.5,4678625.5,12.51,10.11,32,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.646,0.1472,0.2068
551517.5,4678189.5,11.95,10.41,121,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0727,0.9212,0.0061
551491.5,4678252.5,12.04,9.43,176,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0322,0.966,0.0017
551678.5,4678452.5,12.25,9.33,78,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0068,0.9875,0.0057
551514.5,4678256.5,12.43,8.74,95,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.2494,0.7244,0.0262
551134.5,4678345.5,11.74,9.56,104,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1846,0.5433,0.2721
551439.5,4678302.5,11.61,9.4,178,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1,0.6923,0.2076
551370.5,4678318.5,12.36,8.55,134,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.4533,0.4574,0.0892
551340.5,4678255.5,13.79,8.17,92,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.54,0.3781,0.0819
551657.5,4678439.5,11.83,9.46,43,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.6226,0.2058,0.1716
551494.5,4678259.5,11.34,9.34,44,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0172,0.9793,0.0035
551507.5,4678196.5,11.04,9.16,78,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0401,0.9504,0.0096
551515.5,4678200.5,10.92,8.89,126,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.4324,0.558,0.0096
551484.5,4678217.5,11.08,8.16,202,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0105,0.9815,0.008
551479.5,4678228.5,11.13,8.7,158,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0073,0.9876,0.0052
551667.5,4678209.5,11.37,8.63,124,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.2286,0.2791,0.4923
551527.5,4678511.5,12.46,10.35,18,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.8097,0.155,0.0353
551638.5,4678274.5,10.83,8.06,213,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.087,0.8953,0.0177
551507.5,4678207.5,10.74,8.73,57,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0493,0.949,0.0017
551547.5,4678494.5,11.37,8.17,113,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.4993,0.4312,0.0694
551398.5,4678294.5,10.95,8.64,166,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0018,0.9897,0.0085
551466.5,4678239.5,11.09,8.65,63,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0344,0.9469,0.0187
551540.5,4678200.5,10.64,9.05,62,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0444,0.8725,0.0832
551626.5,4678267.5,10.47,8.42,115,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.256,0.7009,0.0431
551487.5,4678421.5,11.28,8.87,28,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.708,0.2063,0.0857
551586.5,4678197.5,10.67,8.95,84,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0636,0.9297,0.0067
551508.5,4678258.5,10.7,9.45,32,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0411,0.8962,0.0627
551506.5,4678234.5,10.46,7.99,114,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.6462,0.3035,0.0503
551477.5,4678235.5,10.53,8.4,100,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1113,0.8785,0.0102
551472.5,4678241.5,10.39,8.5,58,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.2432,0.6904,0.0664
551502.5,4678210.5,10.4,8.24,115,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0777,0.9103,0.012
551721.5,4678302.5,10.31,7.66,130,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0327,0.9344,0.0329
551471.5,4678219.5,9.99,8.11,119,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1793,0.6934,0.1273
551543.5,4678501.5,10.27,7.98,79,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.8607,0.0878,0.0515
551627.5,4678431.5,10.19,8.36,47,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0093,0.9587,0.032
551418.5,4678304.5,10.65,7.79,125,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0552,0.9297,0.0151
551473.5,4678226.5,9.88,8.52,46,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0187,0.9574,0.0238
551533.5,4678210.5,9.8,8.29,68,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1065,0.8569,0.0367
551636.5,4678443.5,10.04,8.22,63,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.2587,0.0643,0.677
551701.5,4678367.5,10.02,7.76,129,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0239,0.9517,0.0244
551632.5,4678218.5,10.07,7.94,75,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1309,0.5896,0.2795
551490.5,4678209.5,9.72,7.66,92,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.2701,0.7011,0.0288
551496.5,4678241.5,9.66,8.29,61,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0899,0.7829,0.1271
551388.5,4678282.5,10.2,7.3,62,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0564,0.8738,0.0698
551354.5,4678594.5,9.62,7.9,42,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.3634,0.138,0.4986
551575.5,4678200.5,9.26,8.4,45,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0211,0.9461,0.0327
551379.5,4678300.5,10.58,7.17,45,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0566,0.8657,0.0778
551358.5,4678276.5,10.54,7.13,117,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0216,0.9519,0.0265
551650.5,4678363.5,9.89,7.89,45,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.0967,0.0174,0.8859
551374.5,4678294.5,10.31,7.67,66,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.088,0.7281,0.1839
551176.5,4678657.5,9.44,7.42,64,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.0256,0.0169,0.9575
551571.5,4678204.5,8.92,7.53,59,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1352,0.7416,0.1233
551627.5,4678234.5,9.11,7.37,71,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.1761,0.2448,0.579
551068.5,4678460.5,9.79,7.27,61,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0508,0.9259,0.0232
551070.5,4678536.5,10.14,7.25,32,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0578,0.7337,0.2084
551704.5,4678358.5,8.82,7.27,80,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1634,0.5979,0.2386
551046.5,4678471.5,10.39,7.65,41,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.4341,0.537,0.0289
551156.5,4678677.5,8.75,7.52,42,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.0858,0.1302,0.784
551495.5,4678214.5,8.62,7.55,24,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0472,0.9328,0.02
551397.5,4678287.5,9.3,7.2,50,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0084,0.9423,0.0493
551566.5,4678216.5,8.83,7.81,41,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.0705,0.2213,0.7082
551325.5,4678300.5,8.65,7.28,72,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.4977,0.3421,0.1602
551570.5,4678496.5,8.84,7.43,55,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.9787,0.0026,0.0187
551087.5,4678543.5,8.87,6.87,46,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.6584,0.2255,0.1161
551617.5,4678502.5,8.47,7.12,78,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.2999,0.5856,0.1145
551337.5,4678277.5,9.12,7.0,56,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.3017,0.0454,0.653
551278.5,4678261.5,8.56,6.78,82,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.5391,0.1066,0.3543
551564.5,4678133.5,8.69,7.37,34,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1588,0.5735,0.2676
551631.5,4678438.5,8.55,7.3,27,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0089,0.967,0.0241
551630.5,4678192.5,8.55,6.84,35,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0986,0.7618,0.1396
551424.5,4678319.5,8.48,7.16,33,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.2127,0.056,0.7313
551614.5,4678220.5,8.59,7.15,24,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.3074,0.1501,0.5426
551068.5,4678465.5,8.67,7.23,44,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1272,0.8062,0.0666
551507.5,4678292.5,8.64,6.72,110,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.245,0.6139,0.1412
551700.5,4678217.5,7.95,6.83,88,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.2135,0.0479,0.7386
551721.5,4678350.5,8.03,7.2,40,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.0586,0.0618,0.8796
551631.5,4678188.5,8.12,6.9,25,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.5571,0.1143,0.3286
551501.5,4678294.5,8.04,7.2,40,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1141,0.7682,0.1178
551670.5,4678238.5,7.93,6.56,34,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0266,0.9599,0.0135
551617.5,4678242.5,7.93,6.99,31,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.3759,0.3055,0.3186
551388.5,4678306.5,8.45,6.77,43,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.2242,0.2982,0.4776
551051.5,4678450.5,9.1,6.84,19,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0128,0.9793,0.0079
551514.5,4678286.5,8.34,6.69,24,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.4584,0.2959,0.2457
551365.5,4678285.5,7.95,6.62,29,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0847,0.827,0.0883
551153.5,4678310.5,7.56,6.8,43,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.1721,0.4019,0.426
551699.5,4678273.5,7.85,6.87,39,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0242,0.864,0.1117
551658.5,4678256.5,7.35,6.48,59,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.1062,0.1079,0.7858
551047.5,4678453.5,8.07,7.62,10,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0462,0.808,0.1458
551330.5,4678278.5,7.33,6.52,32,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.0642,0.0992,0.8366
551056.5,4678472.5,8.47,6.65,21,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.6757,0.3022,0.0222
551067.5,4678443.5,7.1,6.54,64,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0366,0.85,0.1134
551615.5,4678251.5,7.28,6.37,53,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.6051,0.2782,0.1167
551062.5,4678483.5,7.24,6.5,28,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.4149,0.2335,0.3516
551667.5,4678454.5,7.39,6.27,29,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0276,0.8086,0.1638
551588.5,4678507.5,6.89,6.41,28,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.443,0.0481,0.5088
551055.5,4678458.5,7.17,6.5,18,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.2654,0.6335,0.1011
551653.5,4678259.5,6.67,6.45,12,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.0505,0.0589,0.8905
551511.5,4678300.5,7.46,6.14,19,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.0975,0.3482,0.5544
551678.5,4678230.5,6.38,5.93,58,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0556,0.875,0.0694
551426.5,4678293.5,7.17,6.61,9,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0638,0.8432,0.093
551360.5,4678267.5,6.53,5.99,15,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0514,0.8664,0.0822
551686.5,4678239.5,6.3,6.13,16,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0072,0.93,0.0628
551715.5,4678279.5,6.35,6.16,8,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0723,0.9062,0.0215
551102.5,4678515.5,6.56,6.43,4,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.0417,0.5065,0.4519
551093.5,4678429.5,6.23,5.88,17,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.0742,0.1158,0.81
551713.5,4678246.5,6.25,6.0,9,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.0357,0.0467,0.9177
551738.5,4678309.5,6.11,6.0,3,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,0,0.1214,0.7129,0.1657
551056.5,4678478.5,6.09,5.94,5,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.8285,0.151,0.0205
551694.5,4678351.5,6.05,5.76,8,PNOA-2024-GAL-551-4679-H29-NPC01,Covelo,Casteláns (Santo Estevo),110_935,True,1,0.0662,0.1035,0.8303
