x,y,h_max,h_media,area_m2,bloque,NOMECONCEL,PARROQUIA,zona,validada,pred_prohibida,p_eucalipto,p_frondosa,p_pino
531630.5,4670261.5,15.02,11.98,159,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0868,0.0773,0.8359
531360.5,4670214.5,15.21,10.75,121,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.064,0.0477,0.8884
531900.5,4670790.5,15.19,10.85,347,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,0,0.089,0.5134,0.3976
531854.5,4670560.5,14.59,11.38,69,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0651,0.0379,0.897
531770.5,4670519.5,14.07,11.17,125,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.2192,0.4258,0.355
531842.5,4670259.5,14.02,10.79,105,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0552,0.3374,0.6073
531310.5,4670224.5,15.16,10.66,83,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0466,0.0047,0.9487
531896.5,4670340.5,13.85,9.85,93,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,0,0.1222,0.662,0.2158
531521.5,4670043.5,13.9,10.83,124,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0656,0.4228,0.5116
531879.5,4670780.5,13.7,10.52,185,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.1454,0.2874,0.5672
531840.5,4670255.5,13.58,10.88,53,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.275,0.2552,0.4698
531545.5,4670078.5,13.77,9.63,125,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0596,0.0897,0.8507
531118.5,4670241.5,13.82,9.96,63,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1972,0.2422,0.5606
531338.5,4670227.5,13.36,9.33,102,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0346,0.2588,0.7066
531836.5,4670239.5,14.61,11.06,39,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.144,0.1301,0.7259
531832.5,4670241.5,13.35,9.59,113,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1619,0.1345,0.7035
531833.5,4670245.5,14.99,9.67,48,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1998,0.0974,0.7028
531738.5,4670425.5,13.63,10.31,49,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0778,0.0611,0.8611
531313.5,4670231.5,15.77,10.97,39,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1467,0.017,0.8362
531887.5,4670779.5,13.04,10.71,93,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.2763,0.2369,0.4867
531838.5,4670542.5,13.43,9.29,163,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0693,0.0505,0.8803
531652.5,4670101.5,14.23,7.73,165,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.082,0.3678,0.5502
531366.5,4670384.5,12.98,9.01,130,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.2853,0.024,0.6906
531611.5,4670260.5,12.47,10.04,90,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0694,0.0879,0.8427
531800.5,4670503.5,12.44,10.54,57,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0519,0.0726,0.8755
531902.5,4670847.5,12.53,9.78,114,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0839,0.1895,0.7267
531855.5,4670702.5,12.4,8.34,118,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0516,0.0436,0.9048
531917.5,4670809.5,11.98,9.38,134,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.3103,0.1819,0.5079
531886.5,4670788.5,11.94,10.24,43,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.2501,0.0705,0.6794
531306.5,4670179.5,12.26,10.26,28,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1728,0.2804,0.5468
531821.5,4670116.5,12.07,9.01,59,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0235,0.1156,0.8609
531828.5,4670212.5,11.64,7.83,249,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,0,0.0647,0.5475,0.3879
531929.5,4670844.5,11.52,8.59,320,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.2635,0.2953,0.4411
531471.5,4670166.5,11.11,8.59,252,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0747,0.2032,0.7221
531615.5,4670278.5,11.04,9.29,193,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.049,0.3351,0.6159
531160.5,4670213.5,11.19,8.06,100,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1249,0.0698,0.8053
531845.5,4670540.5,11.64,9.18,42,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.2077,0.0782,0.7141
531830.5,4670059.5,11.13,8.6,178,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1652,0.3972,0.4376
531919.5,4670816.5,11.23,8.9,62,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.3711,0.0201,0.6088
531821.5,4670171.5,11.4,8.54,246,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1725,0.0922,0.7352
531968.5,4670226.5,11.92,11.49,13,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.5046,0.1155,0.3798
531924.5,4670821.5,10.99,9.21,48,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0455,0.0801,0.8744
531957.5,4670203.5,10.85,8.63,63,PNOA-2024-GAL-531-4671-H29-NPC01,O Porriño,O Porriño (Santa María),106_934,True,1,0.2244,0.0432,0.7324
531835.5,4670221.5,10.75,8.23,181,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0764,0.4236,0.4999
531275.5,4670424.5,10.7,7.98,133,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0946,0.0726,0.8328
531322.5,4670226.5,10.77,8.61,55,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0845,0.0714,0.8442
531092.5,4670200.5,11.77,8.4,40,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.2812,0.0329,0.6858
531260.5,4670417.5,10.55,7.61,140,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1083,0.1426,0.7491
531843.5,4670125.5,10.15,8.29,134,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,0,0.0709,0.5794,0.3497
531153.5,4670218.5,10.75,8.38,44,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,0,0.158,0.542,0.3001
531093.5,4670219.5,10.06,8.67,158,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0691,0.0781,0.8527
531694.5,4670168.5,10.63,8.42,87,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1046,0.1708,0.7246
531269.5,4670428.5,10.08,8.59,61,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0896,0.1361,0.7743
531273.5,4670434.5,10.09,8.14,116,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0675,0.0645,0.868
531798.5,4670086.5,10.57,8.82,25,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0781,0.0786,0.8433
531113.5,4670205.5,10.81,7.8,71,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1362,0.0675,0.7963
531478.5,4670163.5,9.74,8.43,51,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1296,0.4079,0.4625
531717.5,4670400.5,9.65,8.34,51,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.115,0.1811,0.7039
531652.5,4670143.5,9.55,7.14,120,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1046,0.033,0.8624
531831.5,4670044.5,11.84,7.31,37,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0914,0.2256,0.6829
531917.5,4670908.5,9.22,7.59,51,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.1542,0.0754,0.7704
531909.5,4670940.5,8.65,7.34,227,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.298,0.1199,0.5821
531853.5,4670695.5,9.08,7.48,41,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0276,0.0761,0.8963
531252.5,4670403.5,8.68,6.81,82,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1311,0.0292,0.8398
531107.5,4670237.5,8.53,7.83,28,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0607,0.118,0.8213
531896.5,4670903.5,9.0,7.19,48,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.309,0.344,0.347
531655.5,4670125.5,8.28,7.14,303,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.2675,0.1269,0.6056
531857.5,4670123.5,8.48,7.21,66,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0391,0.3079,0.653
531152.5,4670211.5,9.15,7.57,23,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.2861,0.1465,0.5674
531719.5,4670645.5,8.39,7.15,66,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.431,0.2864,0.2826
531634.5,4670142.5,8.26,7.01,36,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0727,0.0522,0.8751
531851.5,4670125.5,7.7,6.84,42,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0476,0.2789,0.6735
531557.5,4670102.5,7.9,6.73,53,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.3355,0.0746,0.5899
531852.5,4670527.5,7.75,6.68,55,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0449,0.0424,0.9127
531405.5,4670350.5,8.28,7.38,15,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.128,0.0118,0.8602
531931.5,4670918.5,7.94,6.79,77,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0817,0.1698,0.7485
531828.5,4670068.5,7.65,6.66,55,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,0,0.0659,0.6325,0.3016
531596.5,4670282.5,7.7,6.96,26,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0462,0.0598,0.8941
531936.5,4670826.5,7.4,6.75,41,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.1573,0.037,0.8057
531821.5,4670269.5,7.69,6.7,37,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0402,0.0177,0.9422
531820.5,4670534.5,7.62,6.75,23,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0439,0.0765,0.8796
531556.5,4670080.5,7.7,6.92,15,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.147,0.085,0.768
531904.5,4670899.5,7.35,6.64,36,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.3621,0.1088,0.5291
531917.5,4670902.5,7.56,6.69,25,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.1936,0.1228,0.6835
531146.5,4670243.5,8.55,7.56,11,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.2169,0.0451,0.738
531645.5,4670116.5,7.4,6.42,56,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0432,0.0854,0.8714
531156.5,4670189.5,7.35,6.44,34,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.2637,0.053,0.6833
531259.5,4670429.5,7.28,6.53,37,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1522,0.2572,0.5906
531818.5,4670204.5,7.61,6.37,37,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1052,0.1059,0.7889
531941.5,4670210.5,7.29,6.96,13,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.7949,0.0709,0.1342
531911.5,4670858.5,7.47,6.57,20,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.2809,0.2238,0.4953
531153.5,4670193.5,7.42,6.35,38,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1247,0.1159,0.7594
531823.5,4670342.5,7.15,6.78,17,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0498,0.0236,0.9266
531149.5,4670188.5,7.64,6.33,22,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1554,0.13,0.7146
531148.5,4670183.5,7.81,6.87,13,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.158,0.0484,0.7936
531743.5,4670373.5,7.54,6.92,11,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0891,0.1136,0.7973
531758.5,4670634.5,7.93,7.07,9,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.3743,0.0271,0.5986
531809.5,4670357.5,6.94,6.36,27,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1969,0.1777,0.6254
531729.5,4670395.5,7.25,6.58,18,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.173,0.0483,0.7788
531991.5,4670974.5,7.05,6.55,15,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.1586,0.2013,0.6402
531957.5,4670874.5,7.14,6.37,10,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.4021,0.0321,0.5658
531744.5,4670414.5,6.94,6.86,6,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0916,0.0751,0.8334
531810.5,4670147.5,7.14,6.2,15,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1437,0.0296,0.8267
531848.5,4670549.5,6.91,6.55,8,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0325,0.0193,0.9481
531644.5,4670126.5,7.24,6.08,18,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0785,0.4546,0.4668
531439.5,4670015.5,6.62,6.3,12,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0202,0.0136,0.9662
531921.5,4670930.5,6.58,6.12,17,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.1668,0.2052,0.628
531741.5,4670364.5,6.44,6.25,15,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1683,0.1868,0.645
531913.5,4670924.5,6.81,6.12,13,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0793,0.1584,0.7623
531822.5,4670521.5,6.33,6.05,24,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0641,0.0251,0.9107
531739.5,4670409.5,6.87,6.74,4,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0692,0.0608,0.8701
531828.5,4670147.5,6.4,6.13,12,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1022,0.1208,0.7769
531924.5,4670934.5,6.44,6.04,12,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.135,0.0347,0.8303
531108.5,4670224.5,6.07,5.92,32,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.1603,0.1851,0.6545
531129.5,4670242.5,5.9,5.84,9,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.197,0.0617,0.7414
531263.5,4670406.5,5.99,5.79,11,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.0947,0.0339,0.8714
531270.5,4670414.5,6.29,5.93,6,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.2304,0.0542,0.7154
531267.5,4670409.5,5.88,5.78,10,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Petelos (San Mamede),106_934,True,1,0.2309,0.1068,0.6623
531923.5,4670831.5,6.16,5.98,3,PNOA-2024-GAL-531-4671-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.1885,0.1305,0.6811
531720.5,4671772.5,32.67,20.92,437,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.1388,0.22,0.6412
531291.5,4671295.5,31.56,22.9,118,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.1726,0.0389,0.7885
531735.5,4671754.5,29.78,21.51,193,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.2548,0.1998,0.5454
531757.5,4671769.5,29.43,20.61,348,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.054,0.3265,0.6195
531726.5,4671760.5,28.89,22.26,135,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0689,0.0365,0.8946
531742.5,4671748.5,28.86,21.86,124,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0783,0.0919,0.8299
531746.5,4671774.5,28.33,20.75,377,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,0,0.1135,0.5913,0.2953
531751.5,4671772.5,28.0,25.51,53,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0626,0.1671,0.7704
531707.5,4671763.5,26.97,19.08,172,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,0,0.1497,0.5698,0.2805
531469.5,4671631.5,27.95,15.39,60,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.3478,0.1581,0.4942
531914.5,4671676.5,27.25,16.51,196,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.218,0.3992,0.3829
531891.5,4671956.5,27.22,17.23,176,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0707,0.0209,0.9084
531709.5,4671756.5,25.21,17.22,104,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0841,0.4884,0.4276
531304.5,4671776.5,26.42,15.02,57,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,0,0.0593,0.5234,0.4173
531911.5,4671831.5,24.79,19.03,151,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0464,0.1808,0.7728
531919.5,4671832.5,24.45,18.05,157,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0376,0.28,0.6824
531785.5,4671836.5,25.0,17.54,158,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.101,0.1471,0.7519
531902.5,4671828.5,24.17,19.02,169,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0875,0.457,0.4555
531930.5,4671469.5,23.7,18.3,465,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,0,0.1642,0.6907,0.1451
531911.5,4671856.5,24.03,20.58,157,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0654,0.2415,0.6932
531907.5,4671676.5,24.11,14.33,215,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,0,0.0936,0.5191,0.3873
531928.5,4671966.5,24.14,20.42,213,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.1056,0.1219,0.7725
531905.5,4671820.5,23.99,14.91,185,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0455,0.1655,0.7891
531937.5,4671992.5,23.78,19.28,203,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0371,0.3531,0.6098
531933.5,4671985.5,23.76,20.13,112,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0366,0.062,0.9015
531753.5,4671782.5,23.08,17.12,67,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,0,0.1456,0.5277,0.3267
531919.5,4671960.5,23.91,19.61,159,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0744,0.1805,0.7451
531908.5,4671978.5,23.54,18.52,546,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,0,0.0318,0.6541,0.3142
531930.5,4671981.5,23.02,21.47,62,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0549,0.1663,0.7788
531916.5,4671858.5,22.88,15.05,116,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.1187,0.3105,0.5708
531212.5,4671414.5,22.89,14.72,146,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,0,0.1785,0.6332,0.1883
531925.5,4671460.5,22.6,17.99,67,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.2254,0.1918,0.5829
531944.5,4671467.5,22.4,16.75,144,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,0,0.038,0.8643,0.0977
531924.5,4671833.5,22.52,16.01,118,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0626,0.4826,0.4548
531908.5,4671482.5,24.05,14.75,75,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.5636,0.0446,0.3918
531929.5,4671972.5,22.35,21.34,22,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0437,0.1663,0.79
531925.5,4671985.5,22.03,20.19,129,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.086,0.0916,0.8224
531918.5,4671975.5,22.33,20.58,66,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0437,0.2769,0.6795
531605.5,4671599.5,22.91,13.75,57,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.2764,0.2636,0.46
531337.5,4671630.5,21.8,18.16,253,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0406,0.1587,0.8007
531929.5,4671956.5,21.85,16.59,47,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0503,0.0474,0.9023
531919.5,4671838.5,21.98,16.19,101,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Mos (Santa Eulalia),106_934,True,1,0.0412,0.1996,0.7592
531729.5,4671777.5,21.93,16.27,45,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,0,0.2066,0.5762,0.2172
531913.5,4671965.5,21.68,18.87,148,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.043,0.1785,0.7785
531943.5,4671990.5,22.06,16.82,75,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.1094,0.4655,0.4251
531919.5,4671967.5,21.66,20.75,22,PNOA-2024-GAL-531-4672-H29-NPC01,Mos,Torroso (San Mamede),106_934,True,1,0.0263,0.1358,0.8379
