faixa_id,capa,concello,parroquia,codparro,bloque,px_medidos,ha_medida,ha_poligono_en_bloque,h_mediana,h_p90,h_max,ha_sobre_2m,pct_sobre_2m,ha_sobre_3m,pct_sobre_3m,ha_sobre_5m,pct_sobre_5m,ha_sobre_5.5m,pct_sobre_5.5m,ha_sobre_8m,pct_sobre_8m,ha_sobre_10m,pct_sobre_10m,ha_sobre_35m,pct_sobre_35m
ill-0,illadas,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-562-4671-H29-NPC01_chm.tif,18244,1.8244,1.8391,3.8,22.99,39.98,1.117,61.23,0.997,54.65,0.8173,44.8,0.7892,43.26,0.6439,35.29,0.5396,29.58,0.0214,1.17
nuc-3,nucleos,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-562-4672-H29-NPC01_chm.tif,159687,15.9687,15.992,2.09,19.58,56.65,8.0677,50.52,7.4069,46.38,6.4311,40.27,6.2061,38.86,5.1986,32.55,4.4011,27.56,0.2136,1.34
ill-0,illadas,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-562-4672-H29-NPC01_chm.tif,34255,3.4255,3.4254,2.13,15.48,36.63,1.7355,50.66,1.5878,46.35,1.383,40.37,1.3414,39.16,1.1059,32.28,0.8757,25.56,0.0013,0.04
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4672-H29-NPC01_chm.tif,1246,0.1246,0.1248,8.64,14.8,25.55,0.0955,76.65,0.0931,74.72,0.0889,71.35,0.0857,68.78,0.0691,55.46,0.0486,39.0,0.0,0.0
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4673-H29-NPC01_chm.tif,49528,4.9528,4.9548,7.8,19.8,34.5,3.6397,73.49,3.4722,70.11,3.1076,62.74,3.0062,60.7,2.4274,49.01,1.9113,38.59,0.0,0.0
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4674-H29-NPC01_chm.tif,56907,5.6907,5.7179,0.54,8.44,22.98,1.8598,32.68,1.5938,28.01,1.2416,21.82,1.1479,20.17,0.6452,11.34,0.3618,6.36,0.0,0.0
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4674-H29-NPC01_chm.tif,27335,2.7335,2.7321,7.43,16.55,38.69,1.6598,60.72,1.5757,57.64,1.4939,54.65,1.4693,53.75,1.3323,48.74,1.1422,41.79,0.0088,0.32
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4675-H29-NPC01_chm.tif,135678,13.5678,13.5664,1.01,11.3,30.41,5.644,41.6,5.0258,37.04,3.888,28.66,3.6356,26.8,2.5831,19.04,1.7922,13.21,0.0,0.0
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4675-H29-NPC01_chm.tif,14140,1.414,1.4168,4.12,19.15,37.06,0.7821,55.31,0.741,52.4,0.673,47.6,0.6496,45.94,0.5409,38.25,0.4693,33.19,0.0067,0.47
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4676-H29-NPC01_chm.tif,62633,6.2633,6.2641,4.05,19.41,34.99,3.6281,57.93,3.3577,53.61,2.9542,47.17,2.8546,45.58,2.282,36.43,1.8139,28.96,0.0,0.0
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4676-H29-NPC01_chm.tif,53190,5.319,5.316,1.47,11.36,21.06,2.5122,47.23,2.184,41.06,1.6786,31.56,1.5792,29.69,1.1753,22.1,0.7992,15.03,0.0,0.0
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4677-H29-NPC01_chm.tif,19781,1.9781,1.9769,3.14,13.21,30.27,1.1035,55.79,1.0047,50.79,0.8033,40.61,0.7514,37.99,0.5318,26.88,0.3701,18.71,0.0,0.0
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4677-H29-NPC01_chm.tif,19306,1.9306,1.9296,0.23,4.61,19.91,0.2753,14.26,0.2237,11.59,0.1823,9.44,0.1711,8.86,0.1304,6.75,0.1108,5.74,0.0,0.0
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4678-H29-NPC01_chm.tif,16942,1.6942,1.6946,3.76,15.03,32.76,0.9155,54.04,0.8789,51.88,0.7872,46.46,0.7574,44.71,0.6007,35.46,0.4616,27.25,0.0,0.0
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-562-4678-H29-NPC01_chm.tif,6801,0.6801,0.6825,11.86,17.96,31.18,0.6551,96.32,0.6467,95.09,0.6088,89.52,0.5945,87.41,0.5098,74.96,0.4202,61.79,0.0,0.0
nuc-39,nucleos,Crecente,Ribeira (Santa Mariña),3601409.0,PNOA-2024-GAL-563-4666-H29-NPC01_chm.tif,161831,16.1831,16.1831,6.9,25.11,38.09,10.855,67.08,9.8382,60.79,8.9022,55.01,8.6919,53.71,7.6529,47.29,6.9262,42.8,0.036,0.22
ill-50,illadas,Crecente,Ribeira (Santa Mariña),3601409.0,PNOA-2024-GAL-563-4666-H29-NPC01_chm.tif,77464,7.7464,7.7455,5.41,21.79,39.79,5.2381,67.62,4.5768,59.08,3.9696,51.24,3.8519,49.73,3.3642,43.43,3.0101,38.86,0.0342,0.44
nuc-8,nucleos,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-563-4667-H29-NPC01_chm.tif,96,0.0096,0.0096,2.18,12.56,13.46,0.0058,60.42,0.0029,30.21,0.0026,27.08,0.0026,27.08,0.0026,27.08,0.0024,25.0,0.0,0.0
nuc-15,nucleos,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-563-4667-H29-NPC01_chm.tif,7655,0.7655,0.766,12.85,24.09,36.63,0.6584,86.01,0.5988,78.22,0.5723,74.76,0.5672,74.1,0.5299,69.22,0.485,63.36,0.0015,0.2
nuc-28,nucleos,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-563-4667-H29-NPC01_chm.tif,103621,10.3621,10.365,3.55,23.78,47.55,6.866,66.26,5.3469,51.6,4.8509,46.81,4.7476,45.82,4.2704,41.21,3.9002,37.64,0.0744,0.72
nuc-39,nucleos,Crecente,Ribeira (Santa Mariña),3601409.0,PNOA-2024-GAL-563-4667-H29-NPC01_chm.tif,75501,7.5501,7.5494,11.71,26.98,48.95,5.6134,74.35,5.3599,70.99,5.0189,66.47,4.9391,65.42,4.5581,60.37,4.1762,55.31,0.0726,0.96
ill-25,illadas,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-563-4667-H29-NPC01_chm.tif,11946,1.1946,1.194,2.38,24.71,36.02,0.726,60.77,0.5592,46.81,0.5165,43.24,0.5114,42.81,0.4846,40.57,0.4542,38.02,0.0034,0.28
ill-50,illadas,Crecente,Ribeira (Santa Mariña),3601409.0,PNOA-2024-GAL-563-4667-H29-NPC01_chm.tif,17470,1.747,1.7486,5.66,19.08,37.73,1.1533,66.02,1.0263,58.75,0.912,52.2,0.8818,50.48,0.721,41.27,0.6119,35.03,0.0043,0.25
nuc-8,nucleos,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-563-4668-H29-NPC01_chm.tif,9810,0.981,0.9806,0.44,4.8,23.88,0.1786,18.21,0.1346,13.72,0.0959,9.78,0.0919,9.37,0.0729,7.43,0.0619,6.31,0.0,0.0
nuc-28,nucleos,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-563-4668-H29-NPC01_chm.tif,52627,5.2627,5.2957,2.33,17.85,36.77,2.9872,56.76,2.265,43.04,1.7476,33.21,1.6582,31.51,1.3529,25.71,1.1216,21.31,0.0073,0.14
ill-25,illadas,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-563-4668-H29-NPC01_chm.tif,19064,1.9064,1.9175,3.22,13.32,36.79,1.3532,70.98,1.0107,53.02,0.6747,35.39,0.6301,33.05,0.4806,25.21,0.3533,18.53,0.0005,0.03
ill-51,illadas,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-563-4668-H29-NPC01_chm.tif,17538,1.7538,1.754,3.01,15.07,21.9,1.4199,80.96,0.8809,50.23,0.6305,35.95,0.6151,35.07,0.5192,29.6,0.4443,25.33,0.0,0.0
nuc-8,nucleos,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-563-4669-H29-NPC01_chm.tif,128553,12.8553,12.8605,12.67,30.65,51.44,10.2523,79.75,9.3864,73.02,8.7706,68.23,8.639,67.2,7.9746,62.03,7.3536,57.2,0.5837,4.54
nuc-28,nucleos,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-563-4669-H29-NPC01_chm.tif,18197,1.8197,1.8193,22.22,36.46,46.1,1.7823,97.94,1.7608,96.76,1.7267,94.89,1.7168,94.35,1.6802,92.33,1.6296,89.55,0.2614,14.37
ill-51,illadas,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-563-4669-H29-NPC01_chm.tif,39206,3.9206,3.9293,2.31,10.05,34.97,2.5296,64.52,0.9928,25.32,0.7389,18.85,0.6969,17.78,0.518,13.21,0.3958,10.1,0.0,0.0
nuc-3,nucleos,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-563-4671-H29-NPC01_chm.tif,147780,14.778,14.7794,5.32,18.73,41.83,9.2164,62.37,8.5169,57.63,7.524,50.91,7.3176,49.52,6.2007,41.96,5.156,34.89,0.0172,0.12
ill-0,illadas,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-563-4671-H29-NPC01_chm.tif,18258,1.8258,1.826,2.38,15.58,26.88,0.9564,52.38,0.8442,46.24,0.6843,37.48,0.65,35.6,0.4985,27.3,0.3879,21.25,0.0,0.0
nuc-3,nucleos,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-563-4672-H29-NPC01_chm.tif,33164,3.3164,3.3165,1.61,17.12,35.34,1.5206,45.85,1.3286,40.06,1.1318,34.13,1.0927,32.95,0.9419,28.4,0.7917,23.87,0.0003,0.01
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4672-H29-NPC01_chm.tif,7666,0.7666,0.7663,11.33,17.86,34.7,0.7025,91.64,0.6883,89.79,0.6499,84.78,0.6382,83.25,0.5645,73.64,0.4655,60.72,0.0,0.0
ill-0,illadas,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-563-4672-H29-NPC01_chm.tif,8901,0.8901,0.8914,1.33,8.06,30.67,0.3385,38.03,0.2583,29.02,0.1841,20.68,0.1667,18.73,0.0904,10.16,0.0528,5.93,0.0,0.0
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4672-H29-NPC01_chm.tif,3197,0.3197,0.3202,9.93,14.9,20.67,0.2712,84.83,0.2644,82.7,0.2482,77.64,0.2433,76.1,0.2047,64.03,0.1578,49.36,0.0,0.0
nuc-6,nucleos,Crecente,A Ameixeira (San Bernabeu),3601402.0,PNOA-2024-GAL-563-4674-H29-NPC01_chm.tif,67264,6.7264,6.726,6.17,24.79,37.69,4.1203,61.26,3.9118,58.16,3.5529,52.82,3.475,51.66,3.069,45.63,2.7127,40.33,0.0314,0.47
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4674-H29-NPC01_chm.tif,36088,3.6088,3.6089,6.23,16.66,38.5,2.3606,65.41,2.1965,60.87,1.9494,54.02,1.8961,52.54,1.5368,42.58,1.1883,32.93,0.0065,0.18
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4674-H29-NPC01_chm.tif,4409,0.4409,0.4505,12.16,27.41,31.92,0.3204,72.67,0.3077,69.79,0.3018,68.45,0.2987,67.75,0.2703,61.31,0.2481,56.27,0.0,0.0
ill-32,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4674-H29-NPC01_chm.tif,3588,0.3588,0.3581,6.67,16.53,27.1,0.2373,66.14,0.2221,61.9,0.1961,54.65,0.1909,53.21,0.1676,46.71,0.1397,38.94,0.0,0.0
ill-33,illadas,Crecente,A Ameixeira (San Bernabeu),3601402.0,PNOA-2024-GAL-563-4674-H29-NPC01_chm.tif,41612,4.1612,4.1592,7.31,15.47,34.44,3.0879,74.21,2.9229,70.24,2.5371,60.97,2.4419,58.68,1.9411,46.65,1.5221,36.58,0.0,0.0
nuc-6,nucleos,Crecente,A Ameixeira (San Bernabeu),3601402.0,PNOA-2024-GAL-563-4675-H29-NPC01_chm.tif,3825,0.3825,0.3836,0.68,20.52,26.98,0.166,43.4,0.1601,41.86,0.1378,36.03,0.1337,34.95,0.0893,23.35,0.0842,22.01,0.0,0.0
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4675-H29-NPC01_chm.tif,71891,7.1891,7.1899,3.21,14.3,39.88,3.9624,55.12,3.6535,50.82,3.0684,42.68,2.9102,40.48,2.2601,31.44,1.703,23.69,0.0037,0.05
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4675-H29-NPC01_chm.tif,20947,2.0947,2.0957,7.95,25.88,33.62,1.3684,65.33,1.3045,62.28,1.1988,57.23,1.1791,56.29,1.0434,49.81,0.9029,43.1,0.0,0.0
nuc-2,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4676-H29-NPC01_chm.tif,4318,0.4318,0.4321,6.75,15.79,31.71,0.2868,66.42,0.2722,63.04,0.2377,55.05,0.2328,53.91,0.196,45.39,0.1502,34.78,0.0,0.0
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4676-H29-NPC01_chm.tif,8807,0.8807,0.8796,3.93,12.36,31.36,0.5664,64.31,0.4933,56.01,0.3849,43.7,0.3614,41.04,0.2725,30.94,0.1934,21.96,0.0,0.0
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4676-H29-NPC01_chm.tif,15007,1.5007,1.5028,3.3,14.16,28.01,0.8429,56.17,0.7682,51.19,0.66,43.98,0.6351,42.32,0.4994,33.28,0.3877,25.83,0.0,0.0
nuc-2,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4677-H29-NPC01_chm.tif,2164,0.2164,0.2166,6.96,15.73,31.93,0.1189,54.94,0.1185,54.76,0.1149,53.1,0.1143,52.82,0.1028,47.5,0.0899,41.54,0.0,0.0
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-563-4677-H29-NPC01_chm.tif,6149,0.6149,0.615,0.88,14.19,30.1,0.2891,47.02,0.277,45.05,0.2457,39.96,0.2369,38.53,0.2065,33.58,0.1781,28.96,0.0,0.0
nuc-34,nucleos,Crecente,Quintela (San Caetano),3601407.0,PNOA-2024-GAL-564-4666-H29-NPC01_chm.tif,81,0.0081,0.008,5.27,7.22,8.05,0.008,98.77,0.0077,95.06,0.0055,67.9,0.0035,43.21,0.0001,1.23,0.0,0.0,0.0,0.0
nuc-39,nucleos,Crecente,Ribeira (Santa Mariña),3601409.0,PNOA-2024-GAL-564-4666-H29-NPC01_chm.tif,59547,5.9547,5.9549,10.06,23.72,43.94,4.194,70.43,3.9726,66.71,3.6598,61.46,3.5866,60.23,3.2592,54.73,2.9867,50.16,0.046,0.77
ill-50,illadas,Crecente,Ribeira (Santa Mariña),3601409.0,PNOA-2024-GAL-564-4666-H29-NPC01_chm.tif,48101,4.8101,4.8134,4.76,19.9,37.71,3.2661,67.9,2.8498,59.25,2.3614,49.09,2.2884,47.57,2.0007,41.59,1.7716,36.83,0.0045,0.09
nuc-28,nucleos,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-564-4667-H29-NPC01_chm.tif,69999,6.9999,6.9996,10.42,22.28,41.37,5.3415,76.31,5.0868,72.67,4.657,66.53,4.5599,65.14,4.0433,57.76,3.5991,51.42,0.0035,0.05
nuc-34,nucleos,Crecente,Quintela (San Caetano),3601407.0,PNOA-2024-GAL-564-4667-H29-NPC01_chm.tif,68344,6.8344,6.8507,3.75,22.24,35.63,4.1499,60.72,3.6294,53.1,3.1078,45.47,3.0054,43.97,2.4866,36.38,2.0599,30.14,0.0025,0.04
nuc-39,nucleos,Crecente,Ribeira (Santa Mariña),3601409.0,PNOA-2024-GAL-564-4667-H29-NPC01_chm.tif,103519,10.3519,10.3529,4.96,22.25,40.95,6.8697,66.36,6.0803,58.74,5.1593,49.84,4.9767,48.08,4.2219,40.78,3.6024,34.8,0.0404,0.39
ill-14,illadas,Crecente,Quintela (San Caetano),3601407.0,PNOA-2024-GAL-564-4667-H29-NPC01_chm.tif,11333,1.1333,1.1347,3.14,13.26,32.77,0.6782,59.84,0.5793,51.12,0.4072,35.93,0.3713,32.76,0.2313,20.41,0.1705,15.04,0.0,0.0
ill-25,illadas,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-564-4667-H29-NPC01_chm.tif,6688,0.6688,0.669,8.47,19.87,36.51,0.4568,68.3,0.4424,66.15,0.4065,60.78,0.3958,59.18,0.3442,51.47,0.2922,43.69,0.0044,0.66
ill-50,illadas,Crecente,Ribeira (Santa Mariña),3601409.0,PNOA-2024-GAL-564-4667-H29-NPC01_chm.tif,19396,1.9396,1.94,7.43,22.16,41.47,1.5643,80.65,1.4296,73.71,1.194,61.56,1.1414,58.85,0.9219,47.53,0.7585,39.11,0.0372,1.92
nuc-28,nucleos,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-564-4668-H29-NPC01_chm.tif,195109,19.5109,19.5063,7.56,23.16,50.97,13.7285,70.36,12.5195,64.17,11.1345,57.07,10.8498,55.61,9.5319,48.85,8.4697,43.41,0.2676,1.37
nuc-34,nucleos,Crecente,Quintela (San Caetano),3601407.0,PNOA-2024-GAL-564-4668-H29-NPC01_chm.tif,1530,0.153,0.1537,10.82,15.49,22.98,0.1504,98.3,0.1496,97.78,0.1455,95.1,0.1428,93.33,0.1198,78.3,0.0869,56.8,0.0,0.0
ill-14,illadas,Crecente,Quintela (San Caetano),3601407.0,PNOA-2024-GAL-564-4668-H29-NPC01_chm.tif,1411,0.1411,0.1437,10.11,23.39,28.03,0.1211,85.83,0.1193,84.55,0.1132,80.23,0.1113,78.88,0.0947,67.12,0.0713,50.53,0.0,0.0
ill-25,illadas,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-564-4668-H29-NPC01_chm.tif,63161,6.3161,6.317,4.82,22.57,42.89,4.182,66.21,3.7032,58.63,3.1144,49.31,2.9957,47.43,2.5181,39.87,2.203,34.88,0.0256,0.41
nuc-28,nucleos,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-564-4669-H29-NPC01_chm.tif,181867,18.1867,18.2155,12.17,27.66,48.66,13.5666,74.6,12.909,70.98,12.1411,66.76,11.9367,65.63,10.9689,60.31,10.158,55.85,0.3214,1.77
ill-25,illadas,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-564-4669-H29-NPC01_chm.tif,15400,1.54,1.5464,7.8,22.58,38.19,1.0827,70.31,0.9961,64.68,0.8984,58.34,0.8783,57.03,0.7625,49.51,0.6752,43.84,0.0041,0.27
nuc-3,nucleos,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-564-4671-H29-NPC01_chm.tif,1477,0.1477,0.1476,7.58,28.06,34.64,0.1063,71.97,0.1034,70.01,0.095,64.32,0.0925,62.63,0.0694,46.99,0.0495,33.51,0.0,0.0
nuc-6,nucleos,Crecente,A Ameixeira (San Bernabeu),3601402.0,PNOA-2024-GAL-564-4672-H29-NPC01_chm.tif,12256,1.2256,1.225,4.18,12.97,35.81,0.8002,65.29,0.7255,59.2,0.5181,42.27,0.463,37.78,0.2896,23.63,0.2117,17.27,0.0003,0.02
ill-33,illadas,Crecente,A Ameixeira (San Bernabeu),3601402.0,PNOA-2024-GAL-564-4672-H29-NPC01_chm.tif,26477,2.6477,2.6489,4.19,12.32,24.95,1.692,63.9,1.5313,57.84,1.2129,45.81,1.1522,43.52,0.8295,31.33,0.5534,20.9,0.0,0.0
nuc-6,nucleos,Crecente,A Ameixeira (San Bernabeu),3601402.0,PNOA-2024-GAL-564-4673-H29-NPC01_chm.tif,101553,10.1553,10.1743,2.8,15.78,38.15,5.4904,54.06,4.9856,49.09,4.2175,41.53,4.0592,39.97,3.2154,31.66,2.4674,24.3,0.0151,0.15
ill-33,illadas,Crecente,A Ameixeira (San Bernabeu),3601402.0,PNOA-2024-GAL-564-4673-H29-NPC01_chm.tif,4759,0.4759,0.4758,1.7,11.58,20.36,0.2305,48.43,0.1978,41.56,0.1547,32.51,0.1476,31.01,0.1,21.01,0.076,15.97,0.0,0.0
nuc-6,nucleos,Crecente,A Ameixeira (San Bernabeu),3601402.0,PNOA-2024-GAL-564-4674-H29-NPC01_chm.tif,34813,3.4813,3.4797,8.1,22.0,33.59,2.4026,69.01,2.3344,67.06,2.1545,61.89,2.0972,60.24,1.7545,50.4,1.4638,42.05,0.0,0.0
ill-33,illadas,Crecente,A Ameixeira (San Bernabeu),3601402.0,PNOA-2024-GAL-564-4674-H29-NPC01_chm.tif,26709,2.6709,2.6706,0.82,16.31,32.27,1.1475,42.96,1.0873,40.71,0.9646,36.12,0.934,34.97,0.7648,28.63,0.6037,22.6,0.0,0.0
nuc-6,nucleos,Crecente,A Ameixeira (San Bernabeu),3601402.0,PNOA-2024-GAL-564-4675-H29-NPC01_chm.tif,2950,0.295,0.2952,20.22,26.83,33.45,0.2835,96.1,0.2783,94.34,0.267,90.51,0.262,88.81,0.2429,82.34,0.225,76.27,0.0,0.0
ill-33,illadas,Crecente,A Ameixeira (San Bernabeu),3601402.0,PNOA-2024-GAL-564-4675-H29-NPC01_chm.tif,43200,4.32,4.3324,3.67,16.73,49.63,2.6292,60.86,2.3459,54.3,1.8416,42.63,1.7296,40.04,1.239,28.68,0.9096,21.06,0.0178,0.41
nuc-34,nucleos,Crecente,Quintela (San Caetano),3601407.0,PNOA-2024-GAL-565-4667-H29-NPC01_chm.tif,133059,13.3059,13.3044,2.74,23.42,48.32,7.5932,57.07,6.4616,48.56,5.4172,40.71,5.2207,39.24,4.4335,33.32,3.9261,29.51,0.0908,0.68
ill-14,illadas,Crecente,Quintela (San Caetano),3601407.0,PNOA-2024-GAL-565-4667-H29-NPC01_chm.tif,23850,2.385,2.3864,5.85,24.53,35.18,1.5558,65.23,1.428,59.87,1.2535,52.56,1.2148,50.94,1.0596,44.43,0.9237,38.73,0.0005,0.02
nuc-28,nucleos,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-565-4668-H29-NPC01_chm.tif,71,0.0071,0.0069,23.73,28.37,29.52,0.0071,100.0,0.0071,100.0,0.0071,100.0,0.0071,100.0,0.0071,100.0,0.0071,100.0,0.0,0.0
nuc-34,nucleos,Crecente,Quintela (San Caetano),3601407.0,PNOA-2024-GAL-565-4668-H29-NPC01_chm.tif,30593,3.0593,3.0736,9.61,28.21,43.49,2.4243,79.24,2.2335,73.01,1.9691,64.36,1.9201,62.76,1.6873,55.15,1.4856,48.56,0.0367,1.2
nuc-38,nucleos,Crecente,O Freixo (San Roque),3601406.0,PNOA-2024-GAL-565-4668-H29-NPC01_chm.tif,23764,2.3764,2.3827,15.3,30.95,46.61,2.2189,93.37,2.135,89.84,1.9753,83.12,1.934,81.38,1.7873,75.21,1.6612,69.9,0.1117,4.7
ill-14,illadas,Crecente,Quintela (San Caetano),3601407.0,PNOA-2024-GAL-565-4668-H29-NPC01_chm.tif,43386,4.3386,4.347,7.54,22.69,42.7,3.2146,74.09,2.9172,67.24,2.5104,57.86,2.4303,56.02,2.1165,48.78,1.9216,44.29,0.0286,0.66
ill-25,illadas,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-565-4668-H29-NPC01_chm.tif,3485,0.3485,0.3481,24.79,31.15,41.94,0.3386,97.16,0.3384,97.1,0.337,96.7,0.3354,96.24,0.3262,93.6,0.3213,92.2,0.0154,4.42
ill-44,illadas,Crecente,O Freixo (San Roque),3601406.0,PNOA-2024-GAL-565-4668-H29-NPC01_chm.tif,14362,1.4362,1.4379,19.14,32.32,41.39,1.2561,87.46,1.2408,86.39,1.1821,82.31,1.169,81.4,1.0873,75.71,1.0309,71.78,0.0546,3.8
nuc-28,nucleos,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-565-4669-H29-NPC01_chm.tif,29595,2.9595,2.9598,19.22,31.88,45.56,2.5459,86.02,2.3852,80.59,2.2813,77.08,2.2584,76.31,2.1586,72.94,2.0778,70.21,0.1487,5.02
nuc-38,nucleos,Crecente,O Freixo (San Roque),3601406.0,PNOA-2024-GAL-565-4669-H29-NPC01_chm.tif,9924,0.9924,0.9984,25.29,36.27,49.66,0.9388,94.6,0.9229,93.0,0.8989,90.58,0.8942,90.1,0.8727,87.94,0.8369,84.33,0.1351,13.61
ill-25,illadas,Crecente,Crecente (San Pedro),3601404.0,PNOA-2024-GAL-565-4669-H29-NPC01_chm.tif,301,0.0301,0.0303,17.86,35.11,41.58,0.0184,61.13,0.0178,59.14,0.0177,58.8,0.0176,58.47,0.0175,58.14,0.0175,58.14,0.0033,10.96
ill-44,illadas,Crecente,O Freixo (San Roque),3601406.0,PNOA-2024-GAL-565-4670-H29-NPC01_chm.tif,38325,3.8325,3.832,0.43,15.69,41.47,1.3752,35.88,1.3172,34.37,1.1999,31.31,1.1694,30.51,1.0604,27.67,0.9422,24.58,0.0041,0.11
nuc-7,nucleos,Crecente,Rebordechán (Santa María),3601408.0,PNOA-2024-GAL-565-4671-H29-NPC01_chm.tif,42142,4.2142,4.2149,7.75,21.38,35.69,2.6597,63.11,2.5556,60.64,2.3894,56.7,2.348,55.72,2.0816,49.39,1.8124,43.01,0.0013,0.03
ill-39,illadas,Crecente,Rebordechán (Santa María),3601408.0,PNOA-2024-GAL-565-4671-H29-NPC01_chm.tif,897,0.0897,0.0911,9.87,30.06,37.27,0.07,78.04,0.0672,74.92,0.0652,72.69,0.064,71.35,0.0572,63.77,0.0436,48.61,0.002,2.23
nuc-7,nucleos,Crecente,Rebordechán (Santa María),3601408.0,PNOA-2024-GAL-565-4672-H29-NPC01_chm.tif,37068,3.7068,3.7192,18.96,29.11,40.59,3.458,93.29,3.4244,92.38,3.3516,90.42,3.3332,89.92,3.1996,86.32,3.0755,82.97,0.044,1.19
ill-39,illadas,Crecente,Rebordechán (Santa María),3601408.0,PNOA-2024-GAL-565-4672-H29-NPC01_chm.tif,318,0.0318,0.0315,21.21,24.26,26.17,0.0304,95.6,0.0293,92.14,0.0278,87.42,0.0273,85.85,0.0272,85.53,0.026,81.76,0.0,0.0
nuc-1,nucleos,Crecente,Filgueira (San Pedro),3601405.0,PNOA-2024-GAL-565-4673-H29-NPC01_chm.tif,50572,5.0572,5.075,12.07,23.44,40.19,4.2331,83.7,4.0957,80.99,3.7783,74.71,3.6901,72.97,3.2208,63.69,2.8581,56.52,0.0167,0.33
nuc-1,nucleos,Crecente,Filgueira (San Pedro),3601405.0,PNOA-2024-GAL-565-4674-H29-NPC01_chm.tif,39405,3.9405,3.9562,13.06,26.77,41.98,3.6108,91.63,3.521,89.35,3.2208,81.74,3.1266,79.35,2.6802,68.02,2.3557,59.78,0.0556,1.41
