faixa_id,capa,concello,parroquia,codparro,bloque,px_medidos,ha_medida,ha_poligono_en_bloque,h_mediana,h_p90,h_max,ha_sobre_2m,pct_sobre_2m,ha_sobre_3m,pct_sobre_3m,ha_sobre_5m,pct_sobre_5m,ha_sobre_5.5m,pct_sobre_5.5m,ha_sobre_8m,pct_sobre_8m,ha_sobre_10m,pct_sobre_10m,ha_sobre_35m,pct_sobre_35m
ill-1,illadas,A Cañiza,Petán (San Xián),3600908.0,PNOA-2024-GAL-559-4679-H29-NPC01_chm.tif,1173,0.1173,0.1181,0.76,4.22,6.78,0.0231,19.69,0.0186,15.86,0.007,5.97,0.0029,2.47,0.0,0.0,0.0,0.0,0.0,0.0
nuc-14,nucleos,Covelo,Prado (San Salvador),3601313.0,PNOA-2024-GAL-559-4685-H29-NPC01_chm.tif,18315,1.8315,1.8315,0.7,4.93,13.67,0.4328,23.63,0.3141,17.15,0.1806,9.86,0.1586,8.66,0.0653,3.57,0.0242,1.32,0.0,0.0
nuc-14,nucleos,Covelo,Prado (San Salvador),3601313.0,PNOA-2024-GAL-559-4686-H29-NPC01_chm.tif,45153,4.5153,4.5143,0.98,9.82,19.55,1.4072,31.17,1.1118,24.62,0.8734,19.34,0.8356,18.51,0.6148,13.62,0.4339,9.61,0.0,0.0
nuc-35,nucleos,Covelo,Prado (San Salvador),3601313.0,PNOA-2024-GAL-559-4686-H29-NPC01_chm.tif,5874,0.5874,0.5868,1.02,5.12,16.62,0.1586,27.0,0.1003,17.08,0.061,10.38,0.0517,8.8,0.0187,3.18,0.0152,2.59,0.0,0.0
nuc-40,nucleos,Arbo,Cequeliños (San Miguel),3600104.0,PNOA-2024-GAL-560-4664-H29-NPC01_chm.tif,27276,2.7276,2.7289,2.47,13.34,38.44,1.5352,56.28,1.2428,45.56,0.9229,33.84,0.8488,31.12,0.5595,20.51,0.4127,15.13,0.0126,0.46
nuc-40,nucleos,Arbo,Cequeliños (San Miguel),3600104.0,PNOA-2024-GAL-560-4665-H29-NPC01_chm.tif,198138,19.8138,19.8123,1.86,17.64,44.14,9.3721,47.3,7.2602,36.64,5.7448,28.99,5.4655,27.58,4.3985,22.2,3.6469,18.41,0.031,0.16
ill-9,illadas,Arbo,Cequeliños (San Miguel),3600104.0,PNOA-2024-GAL-560-4665-H29-NPC01_chm.tif,97619,9.7619,9.7613,3.26,21.93,33.74,6.189,63.4,5.0491,51.72,4.0665,41.66,3.8989,39.94,3.274,33.54,2.9881,30.61,0.0,0.0
nuc-40,nucleos,Arbo,Cequeliños (San Miguel),3600104.0,PNOA-2024-GAL-560-4666-H29-NPC01_chm.tif,61311,6.1311,6.1305,2.49,16.62,39.01,3.6685,59.83,2.8651,46.73,2.3509,38.34,2.2496,36.69,1.895,30.91,1.6683,27.21,0.0178,0.29
ill-9,illadas,Arbo,Cequeliños (San Miguel),3600104.0,PNOA-2024-GAL-560-4666-H29-NPC01_chm.tif,13595,1.3595,1.3648,2.17,2.53,9.29,0.8946,65.8,0.0556,4.09,0.0308,2.27,0.0282,2.07,0.0044,0.32,0.0,0.0,0.0,0.0
ill-13,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-560-4666-H29-NPC01_chm.tif,29941,2.9941,3.0132,2.88,19.91,37.31,1.9374,64.71,1.4682,49.04,1.0108,33.76,0.9343,31.2,0.7014,23.43,0.6464,21.59,0.0067,0.22
nuc-15,nucleos,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-560-4667-H29-NPC01_chm.tif,108212,10.8212,10.8236,2.88,19.93,42.88,6.3662,58.83,5.3703,49.63,4.828,44.62,4.7021,43.45,4.2242,39.04,3.7767,34.9,0.0579,0.54
ill-13,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-560-4667-H29-NPC01_chm.tif,79163,7.9163,7.9161,1.93,18.85,32.53,3.8267,48.34,2.7054,34.18,2.2635,28.59,2.1767,27.5,1.8732,23.66,1.6975,21.44,0.0,0.0
ill-17,illadas,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-560-4667-H29-NPC01_chm.tif,4718,0.4718,0.4721,15.9,26.94,34.74,0.3359,71.2,0.3346,70.92,0.3238,68.63,0.3151,66.79,0.2855,60.51,0.2654,56.25,0.0,0.0
ill-29,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-560-4667-H29-NPC01_chm.tif,3278,0.3278,0.3286,9.72,21.74,26.41,0.2493,76.05,0.2139,65.25,0.2063,62.93,0.2033,62.02,0.1876,57.23,0.1604,48.93,0.0,0.0
nuc-32,nucleos,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-560-4668-H29-NPC01_chm.tif,155418,15.5418,15.5373,2.06,16.92,47.78,8.0074,51.52,5.4003,34.75,4.394,28.27,4.1949,26.99,3.2913,21.18,2.7426,17.65,0.0571,0.37
ill-13,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-560-4668-H29-NPC01_chm.tif,17331,1.7331,1.7468,3.3,24.71,37.93,1.1968,69.06,0.8942,51.6,0.7281,42.01,0.6958,40.15,0.5736,33.1,0.5245,30.26,0.0064,0.37
ill-17,illadas,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-560-4668-H29-NPC01_chm.tif,16808,1.6808,1.6973,2.18,18.37,35.38,0.9526,56.68,0.5785,34.42,0.4746,28.24,0.4548,27.06,0.3536,21.04,0.2989,17.78,0.0001,0.01
ill-29,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-560-4668-H29-NPC01_chm.tif,337,0.0337,0.0367,2.1,2.55,3.45,0.0186,55.19,0.0007,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuc-32,nucleos,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-560-4669-H29-NPC01_chm.tif,172495,17.2495,17.2467,2.24,14.27,36.58,9.4189,54.6,7.2044,41.77,5.7401,33.28,5.4777,31.76,4.3357,25.14,3.438,19.93,0.0021,0.01
ill-17,illadas,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-560-4669-H29-NPC01_chm.tif,60152,6.0152,6.0133,3.73,18.85,39.0,3.6679,60.98,3.2215,53.56,2.7123,45.09,2.6014,43.25,2.1694,36.07,1.8274,30.38,0.0098,0.16
nuc-32,nucleos,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-560-4670-H29-NPC01_chm.tif,156021,15.6021,15.6042,3.56,19.53,45.35,9.199,58.96,8.208,52.61,6.8994,44.22,6.6039,42.33,5.2391,33.58,4.318,27.68,0.148,0.95
ill-17,illadas,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-560-4670-H29-NPC01_chm.tif,9734,0.9734,0.9732,7.81,17.33,32.15,0.6786,69.71,0.6472,66.49,0.5855,60.15,0.5716,58.72,0.4779,49.1,0.3525,36.21,0.0,0.0
nuc-31,nucleos,A Cañiza,A Cañiza (Santa Teresa),3600902.0,PNOA-2024-GAL-560-4671-H29-NPC01_chm.tif,9302,0.9302,0.9301,10.34,26.65,35.28,0.7363,79.16,0.7097,76.3,0.6356,68.33,0.6163,66.25,0.5257,56.51,0.4709,50.62,0.0004,0.04
ill-6,illadas,A Cañiza,A Cañiza (Santa Teresa),3600902.0,PNOA-2024-GAL-560-4671-H29-NPC01_chm.tif,12344,1.2344,1.2373,5.41,16.71,27.04,0.8483,68.72,0.78,63.19,0.6458,52.32,0.612,49.58,0.4534,36.73,0.356,28.84,0.0,0.0
nuc-31,nucleos,A Cañiza,A Cañiza (Santa Teresa),3600902.0,PNOA-2024-GAL-560-4672-H29-NPC01_chm.tif,69865,6.9865,6.9863,2.23,25.86,39.98,3.5576,50.92,3.3035,47.28,2.9218,41.82,2.8459,40.73,2.5231,36.11,2.3068,33.02,0.0359,0.51
ill-6,illadas,A Cañiza,A Cañiza (Santa Teresa),3600902.0,PNOA-2024-GAL-560-4672-H29-NPC01_chm.tif,315,0.0315,0.032,0.31,4.56,9.37,0.0094,29.84,0.0068,21.59,0.0026,8.25,0.0015,4.76,0.0009,2.86,0.0,0.0,0.0,0.0
nuc-31,nucleos,A Cañiza,A Cañiza (Santa Teresa),3600902.0,PNOA-2024-GAL-560-4673-H29-NPC01_chm.tif,38082,3.8082,3.8085,2.26,22.23,38.78,1.9394,50.93,1.7917,47.05,1.4933,39.21,1.4446,37.93,1.2273,32.23,1.1149,29.28,0.0059,0.15
ill-6,illadas,A Cañiza,A Cañiza (Santa Teresa),3600902.0,PNOA-2024-GAL-560-4673-H29-NPC01_chm.tif,80788,8.0788,8.0772,0.27,12.28,35.99,2.7824,34.44,2.4518,30.35,1.6202,20.05,1.5292,18.93,1.2509,15.48,1.022,12.65,0.0032,0.04
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-560-4673-H29-NPC01_chm.tif,14574,1.4574,1.4599,0.25,6.99,27.6,0.5428,37.24,0.4296,29.48,0.2548,17.48,0.2052,14.08,0.1155,7.93,0.0612,4.2,0.0,0.0
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-560-4674-H29-NPC01_chm.tif,16633,1.6633,1.6626,0.33,5.5,21.3,0.3162,19.01,0.2631,15.82,0.1864,11.21,0.1663,10.0,0.095,5.71,0.0635,3.82,0.0,0.0
nuc-31,nucleos,A Cañiza,A Cañiza (Santa Teresa),3600902.0,PNOA-2024-GAL-560-4674-H29-NPC01_chm.tif,223548,22.3548,22.3525,2.76,16.21,40.37,12.2145,54.64,10.8559,48.56,8.7201,39.01,8.3142,37.19,6.5281,29.2,5.3539,23.95,0.0636,0.28
ill-6,illadas,A Cañiza,A Cañiza (Santa Teresa),3600902.0,PNOA-2024-GAL-560-4674-H29-NPC01_chm.tif,80033,8.0033,8.0027,3.5,16.06,36.23,4.5493,56.84,4.1529,51.89,3.6294,45.35,3.5093,43.85,2.7989,34.97,2.133,26.65,0.0041,0.05
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-560-4674-H29-NPC01_chm.tif,28137,2.8137,2.8153,1.59,14.94,35.92,1.2663,45.0,1.0748,38.2,0.8999,31.98,0.8617,30.63,0.6948,24.69,0.5444,19.35,0.0008,0.03
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-560-4675-H29-NPC01_chm.tif,72990,7.299,7.314,0.76,11.6,26.97,2.9754,40.76,2.6415,36.19,2.1531,29.5,2.0521,28.11,1.4562,19.95,1.0137,13.89,0.0,0.0
nuc-31,nucleos,A Cañiza,A Cañiza (Santa Teresa),3600902.0,PNOA-2024-GAL-560-4675-H29-NPC01_chm.tif,92071,9.2071,9.2054,5.39,18.7,36.11,5.8079,63.08,5.3772,58.4,4.7092,51.15,4.5722,49.66,3.921,42.59,3.3705,36.61,0.0081,0.09
ill-6,illadas,A Cañiza,A Cañiza (Santa Teresa),3600902.0,PNOA-2024-GAL-560-4675-H29-NPC01_chm.tif,49545,4.9545,4.9611,5.34,24.87,36.75,3.1748,64.08,2.8937,58.41,2.531,51.08,2.4543,49.54,2.1059,42.5,1.8352,37.04,0.025,0.5
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-560-4675-H29-NPC01_chm.tif,31789,3.1789,3.1791,0.55,7.12,32.93,0.938,29.51,0.7332,23.06,0.4947,15.56,0.4354,13.7,0.2707,8.52,0.1817,5.72,0.0,0.0
ill-1,illadas,A Cañiza,Petán (San Xián),3600908.0,PNOA-2024-GAL-560-4676-H29-NPC01_chm.tif,24852,2.4852,2.4852,0.43,18.99,28.0,0.8967,36.08,0.8365,33.66,0.731,29.41,0.7135,28.71,0.6244,25.12,0.5822,23.43,0.0,0.0
nuc-29,nucleos,A Cañiza,Petán (San Xián),3600908.0,PNOA-2024-GAL-560-4679-H29-NPC01_chm.tif,13034,1.3034,1.306,0.17,0.8,6.71,0.0675,5.18,0.0582,4.47,0.015,1.15,0.0053,0.41,0.0,0.0,0.0,0.0,0.0,0.0
nuc-29,nucleos,A Cañiza,Petán (San Xián),3600908.0,PNOA-2024-GAL-560-4680-H29-NPC01_chm.tif,6402,0.6402,0.64,0.22,6.23,10.35,0.1897,29.63,0.18,28.12,0.1375,21.48,0.1344,20.99,0.0436,6.81,0.0147,2.3,0.0,0.0
nuc-40,nucleos,Arbo,Cequeliños (San Miguel),3600104.0,PNOA-2024-GAL-561-4665-H29-NPC01_chm.tif,9447,0.9447,0.9449,2.1,16.55,25.19,0.49,51.87,0.4453,47.14,0.3989,42.23,0.3861,40.87,0.2978,31.52,0.2167,22.94,0.0,0.0
ill-9,illadas,Arbo,Cequeliños (San Miguel),3600104.0,PNOA-2024-GAL-561-4665-H29-NPC01_chm.tif,9760,0.976,0.9748,1.89,3.8,16.98,0.4073,41.73,0.1454,14.9,0.0599,6.14,0.0491,5.03,0.0197,2.02,0.0145,1.49,0.0,0.0
nuc-15,nucleos,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-561-4666-H29-NPC01_chm.tif,42486,4.2486,4.2722,2.02,16.86,35.17,2.1476,50.55,1.5897,37.42,1.3167,30.99,1.2721,29.94,1.0622,25.0,0.8969,21.11,0.0001,0.0
ill-9,illadas,Arbo,Cequeliños (San Miguel),3600104.0,PNOA-2024-GAL-561-4666-H29-NPC01_chm.tif,4112,0.4112,0.4107,2.92,15.85,26.94,0.2688,65.37,0.2035,49.49,0.1639,39.86,0.1556,37.84,0.1235,30.03,0.1046,25.44,0.0,0.0
ill-13,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-561-4666-H29-NPC01_chm.tif,150742,15.0742,15.077,2.98,17.22,38.55,9.0699,60.17,7.5201,49.89,6.0782,40.32,5.7716,38.29,4.6199,30.65,3.8463,25.52,0.0075,0.05
nuc-15,nucleos,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-561-4667-H29-NPC01_chm.tif,210925,21.0925,21.1162,2.94,23.46,43.57,13.0866,62.04,10.5031,49.8,9.4997,45.04,9.3341,44.25,8.6382,40.95,7.9803,37.83,0.1149,0.54
ill-13,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-561-4667-H29-NPC01_chm.tif,91788,9.1788,9.1794,4.16,24.55,42.88,6.012,65.5,5.0283,54.78,4.3477,47.37,4.2144,45.91,3.6453,39.71,3.202,34.88,0.1621,1.77
nuc-8,nucleos,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-561-4668-H29-NPC01_chm.tif,3328,0.3328,0.3323,11.18,28.93,32.86,0.2893,86.93,0.2639,79.3,0.2189,65.78,0.2139,64.27,0.1915,57.54,0.1748,52.52,0.0,0.0
nuc-15,nucleos,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-561-4668-H29-NPC01_chm.tif,14400,1.44,1.4389,1.95,23.92,28.96,0.7137,49.56,0.6267,43.52,0.5579,38.74,0.5481,38.06,0.5006,34.76,0.4719,32.77,0.0,0.0
nuc-32,nucleos,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-561-4668-H29-NPC01_chm.tif,58397,5.8397,5.8401,0.72,10.49,34.98,1.7537,30.03,1.2548,21.49,1.0153,17.39,0.9625,16.48,0.7334,12.56,0.6102,10.45,0.0,0.0
ill-13,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-561-4668-H29-NPC01_chm.tif,9922,0.9922,0.9922,9.76,27.32,34.2,0.7946,80.08,0.7651,77.11,0.6898,69.52,0.667,67.22,0.5687,57.32,0.4856,48.94,0.0,0.0
ill-17,illadas,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-561-4668-H29-NPC01_chm.tif,21417,2.1417,2.1421,3.81,17.85,34.07,1.3282,62.02,1.1815,55.17,0.9682,45.21,0.9356,43.68,0.8136,37.99,0.7269,33.94,0.0,0.0
ill-29,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-561-4668-H29-NPC01_chm.tif,1963,0.1963,0.1974,24.92,29.44,33.1,0.1592,81.1,0.1462,74.48,0.1404,71.52,0.14,71.32,0.1398,71.22,0.139,70.81,0.0,0.0
nuc-32,nucleos,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-561-4669-H29-NPC01_chm.tif,122745,12.2745,12.2745,2.36,21.2,37.15,7.0937,57.79,5.5195,44.97,4.739,38.61,4.5761,37.28,3.9291,32.01,3.5261,28.73,0.0138,0.11
ill-17,illadas,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-561-4669-H29-NPC01_chm.tif,18451,1.8451,1.8441,2.44,20.83,36.68,1.088,58.97,0.8671,46.99,0.7545,40.89,0.7348,39.82,0.6299,34.14,0.5275,28.59,0.0038,0.21
ill-48,illadas,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-561-4669-H29-NPC01_chm.tif,3583,0.3583,0.358,16.45,20.5,24.53,0.3416,95.34,0.337,94.06,0.3282,91.6,0.3251,90.73,0.3125,87.22,0.2865,79.96,0.0,0.0
ill-51,illadas,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-561-4669-H29-NPC01_chm.tif,1929,0.1929,0.1936,15.98,25.99,30.68,0.1897,98.34,0.1891,98.03,0.1889,97.93,0.1889,97.93,0.1889,97.93,0.1868,96.84,0.0,0.0
nuc-3,nucleos,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-561-4670-H29-NPC01_chm.tif,20530,2.053,2.0532,2.23,11.9,22.83,1.0552,51.4,0.9348,45.53,0.7234,35.24,0.6775,33.0,0.4598,22.4,0.3171,15.45,0.0,0.0
nuc-32,nucleos,A Cañiza,Valeixe (Santa Cristina),3600909.0,PNOA-2024-GAL-561-4670-H29-NPC01_chm.tif,28074,2.8074,2.8063,10.4,20.82,36.6,2.1481,76.52,2.0287,72.26,1.8912,67.36,1.8524,65.98,1.6293,58.04,1.4435,51.42,0.0045,0.16
ill-0,illadas,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-561-4670-H29-NPC01_chm.tif,18536,1.8536,1.854,4.2,12.34,20.83,1.1141,60.1,1.0346,55.82,0.8471,45.7,0.804,43.38,0.5609,30.26,0.3871,20.88,0.0,0.0
nuc-3,nucleos,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-561-4671-H29-NPC01_chm.tif,178242,17.8242,17.8554,4.59,23.21,48.25,10.4561,58.66,9.8088,55.03,8.6986,48.8,8.4464,47.39,7.2637,40.75,6.3692,35.73,0.3472,1.95
ill-0,illadas,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-561-4671-H29-NPC01_chm.tif,6235,0.6235,0.6236,11.65,25.08,34.69,0.4342,69.64,0.4218,67.65,0.4107,65.87,0.4066,65.21,0.3737,59.94,0.3363,53.94,0.0,0.0
nuc-3,nucleos,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-561-4672-H29-NPC01_chm.tif,65115,6.5115,6.5099,4.77,27.45,42.8,3.9649,60.89,3.6452,55.98,3.2144,49.36,3.1151,47.84,2.6425,40.58,2.3029,35.37,0.1728,2.65
ill-0,illadas,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-561-4672-H29-NPC01_chm.tif,1985,0.1985,0.198,27.5,37.73,42.84,0.1852,93.3,0.1786,89.97,0.1754,88.36,0.1743,87.81,0.1672,84.23,0.1638,82.52,0.0433,21.81
ill-0,illadas,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-561-4673-H29-NPC01_chm.tif,9401,0.9401,0.9405,0.93,12.29,19.33,0.3368,35.83,0.2772,29.49,0.1993,21.2,0.1864,19.83,0.1473,15.67,0.1258,13.38,0.0,0.0
ill-6,illadas,A Cañiza,A Cañiza (Santa Teresa),3600902.0,PNOA-2024-GAL-561-4673-H29-NPC01_chm.tif,877,0.0877,0.0879,11.26,24.96,27.38,0.0764,87.12,0.0753,85.86,0.0745,84.95,0.074,84.38,0.0657,74.91,0.0565,64.42,0.0,0.0
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-561-4673-H29-NPC01_chm.tif,370,0.037,0.0369,6.13,10.26,11.91,0.0288,77.84,0.0278,75.14,0.0225,60.81,0.0206,55.68,0.0135,36.49,0.0057,15.41,0.0,0.0
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-561-4674-H29-NPC01_chm.tif,104271,10.4271,10.429,0.63,12.79,36.49,3.972,38.09,3.5662,34.2,2.9438,28.23,2.7843,26.7,2.1441,20.56,1.644,15.77,0.0049,0.05
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-561-4674-H29-NPC01_chm.tif,43011,4.3011,4.2992,1.49,17.71,36.35,1.9591,45.55,1.7229,40.06,1.5452,35.93,1.5171,35.27,1.3698,31.85,1.2021,27.95,0.0035,0.08
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-561-4675-H29-NPC01_chm.tif,208280,20.828,20.8275,2.35,16.52,38.67,10.8873,52.27,9.6989,46.57,8.0191,38.5,7.6677,36.81,6.2123,29.83,5.1636,24.79,0.0036,0.02
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-561-4675-H29-NPC01_chm.tif,37329,3.7329,3.7329,3.32,15.45,32.69,2.14,57.33,1.9162,51.33,1.6777,44.94,1.625,43.53,1.2908,34.58,0.981,26.28,0.0,0.0
nuc-17,nucleos,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-561-4676-H29-NPC01_chm.tif,85873,8.5873,8.5872,0.67,10.23,26.4,2.2875,26.64,2.0459,23.82,1.6814,19.58,1.5926,18.55,1.1989,13.96,0.8913,10.38,0.0,0.0
ill-16,illadas,A Cañiza,Oroso (Santa María),3600906.0,PNOA-2024-GAL-561-4676-H29-NPC01_chm.tif,26082,2.6082,2.6257,12.27,19.73,30.37,2.2401,85.89,2.2166,84.99,2.1283,81.6,2.098,80.44,1.9121,73.31,1.7105,65.58,0.0,0.0
nuc-15,nucleos,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-562-4666-H29-NPC01_chm.tif,50555,5.0555,5.0555,4.65,20.89,33.33,3.7088,73.36,2.7476,54.35,2.4897,49.25,2.4362,48.19,2.1303,42.14,1.802,35.64,0.0,0.0
ill-13,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-562-4666-H29-NPC01_chm.tif,2365,0.2365,0.2382,4.86,13.14,23.38,0.1722,72.81,0.1502,63.51,0.1168,49.39,0.1054,44.57,0.0606,25.62,0.0385,16.28,0.0,0.0
ill-50,illadas,Crecente,Ribeira (Santa Mariña),3601409.0,PNOA-2024-GAL-562-4666-H29-NPC01_chm.tif,13910,1.391,1.413,3.8,13.92,27.29,0.9153,65.8,0.7713,55.45,0.5995,43.1,0.5564,40.0,0.384,27.61,0.2513,18.07,0.0,0.0
nuc-8,nucleos,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-562-4667-H29-NPC01_chm.tif,2489,0.2489,0.2488,1.58,14.61,22.42,0.115,46.2,0.1065,42.79,0.0976,39.21,0.0948,38.09,0.0813,32.66,0.0638,25.63,0.0,0.0
nuc-15,nucleos,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-562-4667-H29-NPC01_chm.tif,233865,23.3865,23.3901,1.97,15.93,42.8,11.2551,48.13,6.335,27.09,5.3404,22.84,5.1604,22.07,4.383,18.74,3.8709,16.55,0.0386,0.17
nuc-39,nucleos,Crecente,Ribeira (Santa Mariña),3601409.0,PNOA-2024-GAL-562-4667-H29-NPC01_chm.tif,7667,0.7667,0.7805,7.06,18.89,29.31,0.5619,73.29,0.5299,69.11,0.4635,60.45,0.4413,57.56,0.3559,46.42,0.298,38.87,0.0,0.0
ill-13,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-562-4667-H29-NPC01_chm.tif,79881,7.9881,7.9893,2.16,15.53,38.05,4.4392,55.57,2.7988,35.04,2.1823,27.32,2.0713,25.93,1.6531,20.69,1.4203,17.78,0.003,0.04
ill-51,illadas,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-562-4667-H29-NPC01_chm.tif,1934,0.1934,0.1948,16.24,22.51,25.48,0.1758,90.9,0.1733,89.61,0.1702,88.0,0.1702,88.0,0.1692,87.49,0.1656,85.63,0.0,0.0
nuc-8,nucleos,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-562-4668-H29-NPC01_chm.tif,135083,13.5083,13.5087,2.44,22.62,50.94,8.4799,62.78,6.1603,45.6,5.3224,39.4,5.1939,38.45,4.6396,34.35,4.2274,31.29,0.2519,1.86
nuc-15,nucleos,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-562-4668-H29-NPC01_chm.tif,94742,9.4742,9.4832,2.15,9.1,26.46,5.422,57.23,2.349,24.79,1.6507,17.42,1.5324,16.17,1.0875,11.48,0.8308,8.77,0.0,0.0
ill-13,illadas,Crecente,Albeos (San Xoán),3601401.0,PNOA-2024-GAL-562-4668-H29-NPC01_chm.tif,56113,5.6113,5.6126,2.38,19.22,33.31,3.5125,62.6,2.3959,42.7,1.8721,33.36,1.8001,32.08,1.51,26.91,1.3312,23.72,0.0,0.0
ill-51,illadas,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-562-4668-H29-NPC01_chm.tif,73520,7.352,7.3635,2.03,5.14,26.62,3.7336,50.78,1.2608,17.15,0.7491,10.19,0.6988,9.5,0.5039,6.85,0.418,5.69,0.0,0.0
nuc-8,nucleos,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-562-4669-H29-NPC01_chm.tif,163252,16.3252,16.3233,2.31,20.4,40.05,10.2168,62.58,6.6304,40.61,5.8051,35.56,5.659,34.66,5.0175,30.73,4.5598,27.93,0.0305,0.19
ill-51,illadas,Crecente,Vilar (San Xorxe),3601411.0,PNOA-2024-GAL-562-4669-H29-NPC01_chm.tif,84508,8.4508,8.4489,3.65,21.0,39.75,5.8501,69.23,4.5348,53.66,3.7144,43.95,3.5369,41.85,2.9113,34.45,2.5421,30.08,0.0049,0.06
nuc-3,nucleos,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-562-4670-H29-NPC01_chm.tif,79448,7.9448,7.9465,4.73,25.14,37.58,5.1584,64.93,4.5035,56.68,3.9033,49.13,3.7738,47.5,3.1964,40.23,2.7787,34.98,0.0105,0.13
ill-0,illadas,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-562-4670-H29-NPC01_chm.tif,10615,1.0615,1.0614,3.66,18.93,28.55,0.6383,60.13,0.5715,53.84,0.4767,44.91,0.4596,43.3,0.3648,34.37,0.2837,26.73,0.0,0.0
nuc-3,nucleos,A Cañiza,O Couto (San Bartolomeu),3600903.0,PNOA-2024-GAL-562-4671-H29-NPC01_chm.tif,220224,22.0224,22.0191,4.63,23.61,54.05,13.2392,60.12,12.2296,55.53,10.7668,48.89,10.4575,47.49,9.0127,40.93,7.9006,35.88,0.3202,1.45
