OBJECTID_12,sp,prohibida,n_px,ha_faixa,estado,anho_evento,caida,etiqueta
11025,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11029,Pinus_radiata,True,0,0.0,sin_dato,,,sin_serie
11033,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11038,Pinus_pinaster,True,102,0.0,evento,2019.0,0.2,desconocida
11039,Eucalyptus_globulus,True,11252,0.0,persistente,,0.05,ifn_2010
11040,Alnus_glutinosa,False,872,0.0,persistente,,0.022,ifn_2010
11041,Eucalyptus_globulus,True,440,0.0,persistente,,0.012,ifn_2010
11042,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11044,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11045,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11046,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11047,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11048,Eucalyptus_globulus,True,765,0.0,persistente,,0.203,ifn_2010
11049,Pinus_pinaster,True,2617,0.0,persistente,,0.033,ifn_2010
11050,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11051,Pinus_pinaster,True,1348,0.0,persistente,,0.038,ifn_2010
11052,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11097,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11105,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11106,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11109,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11119,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11121,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11123,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11124,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11126,Pinus_pinaster,True,115,0.0,persistente,,0.111,ifn_2010
11128,Pinus_pinaster,True,2116,0.0,persistente,,0.06,ifn_2010
11129,Pinus_pinaster,True,27275,0.0,persistente,,0.02,ifn_2010
11130,Eucalyptus_globulus,True,802,0.0,persistente,,0.064,ifn_2010
11133,Pinus_pinaster,True,14813,0.0,persistente,,0.023,ifn_2010
11135,Eucalyptus_globulus,True,404,0.0,persistente,,0.041,ifn_2010
11139,Pinus_pinaster,True,299,0.0,persistente,,0.145,ifn_2010
11140,Pinus_pinaster,True,14375,0.0,persistente,,0.024,ifn_2010
11141,Pinus_pinaster,True,661,0.0,persistente,,0.03,ifn_2010
11142,Pinus_pinaster,True,28657,0.0,persistente,,0.039,ifn_2010
11143,Quercus_robur,False,84,0.0,persistente,,0.012,ifn_2010
11150,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
11156,Quercus_robur,False,0,0.0,sin_dato,,,sin_serie
11159,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11161,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11174,Eucalyptus_globulus,True,1565,0.0,persistente,,0.122,ifn_2010
11180,Pinus_pinaster,True,239,0.0,persistente,,0.025,ifn_2010
11191,Eucalyptus_globulus,True,372,0.0,persistente,,0.05,ifn_2010
11192,Pinus_pinaster,True,711,0.0,persistente,,0.057,ifn_2010
11200,Pinus_pinaster,True,9329,0.0,persistente,,0.035,ifn_2010
11201,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11202,Pinus_pinaster,True,3759,0.0,persistente,,0.128,ifn_2010
11206,Pinus_pinaster,True,414,0.0,persistente,,0.146,ifn_2010
11208,Pinus_pinaster,True,2700,0.0,persistente,,0.026,ifn_2010
11212,Castanea_sativa,False,2651,0.0,persistente,,0.015,ifn_2010
11213,Eucalyptus_globulus,True,1266,0.0,persistente,,0.065,ifn_2010
11214,Pinus_pinaster,True,2309,0.0,persistente,,0.024,ifn_2010
11216,Pinus_pinaster,True,347,0.0,persistente,,0.017,ifn_2010
11217,Eucalyptus_globulus,True,805,0.0,persistente,,0.029,ifn_2010
11218,Pinus_pinaster,True,827,0.0,persistente,,0.035,ifn_2010
11220,Pinus_pinaster,True,462,0.0,persistente,,0.058,ifn_2010
11223,Pinus_pinaster,True,8358,0.0,persistente,,0.05,ifn_2010
11224,Pinus_pinaster,True,4436,0.0,evento,2026.0,0.222,desconocida
11228,Pinus_pinaster,True,2491,0.0,persistente,,0.054,ifn_2010
11229,Eucalyptus_globulus,True,2870,0.0,persistente,,0.033,ifn_2010
11230,Eucalyptus_globulus,True,3148,0.0,persistente,,0.098,ifn_2010
11233,Eucalyptus_globulus,True,3440,0.0,persistente,,0.06,ifn_2010
11234,Pinus_pinaster,True,3020,0.0,persistente,,0.044,ifn_2010
11235,Quercus_robur,False,2669,0.0,persistente,,0.112,ifn_2010
11239,Eucalyptus_globulus,True,2865,0.0,persistente,,0.049,ifn_2010
11241,Pinus_pinaster,True,3704,0.0,persistente,,0.031,ifn_2010
11245,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11249,Pinus_pinaster,True,2748,0.0,persistente,,0.045,ifn_2010
11822,Pinus_pinaster,True,3767,0.0,persistente,,0.061,ifn_2010
11823,Pinus_pinaster,True,75,0.0,persistente,,0.035,ifn_2010
11824,Eucalyptus_globulus,True,6265,0.0,persistente,,0.085,ifn_2010
11880,Alnus_glutinosa,False,405,0.0,persistente,,0.027,ifn_2010
11881,Quercus_robur,False,16,0.0,persistente,,0.082,ifn_2010
11882,Pinus_pinaster,True,1508,0.0,persistente,,0.02,ifn_2010
11888,Pinus_pinaster,True,551,0.0,persistente,,0.019,ifn_2010
11889,Pinus_pinaster,True,56,0.0,persistente,,0.043,ifn_2010
11890,Quercus_robur,False,26,0.0,persistente,,0.025,ifn_2010
11900,Alnus_glutinosa,False,0,0.0,sin_dato,,,sin_serie
11901,Pinus_pinaster,True,225,0.0,persistente,,0.131,ifn_2010
11902,Quercus_robur,False,1198,0.0,persistente,,0.016,ifn_2010
11909,Quercus_robur,False,843,0.0,persistente,,0.047,ifn_2010
11910,Quercus_robur,False,92,0.0,persistente,,0.074,ifn_2010
11943,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11944,Pinus_pinaster,True,165,0.0,persistente,,0.147,ifn_2010
11945,Pinus_radiata,True,191,0.0,persistente,,0.057,ifn_2010
11953,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11954,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11955,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11963,Pinus_pinaster,True,17543,0.0,persistente,,0.036,ifn_2010
11964,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
11965,Quercus_robur,False,0,0.0,sin_dato,,,sin_serie
