faixa_id,capa,concello,parroquia,codparro,bloque,px_medidos,ha_medida,ha_poligono_en_bloque,h_mediana,h_p90,h_max,ha_sobre_2m,pct_sobre_2m,ha_sobre_3m,pct_sobre_3m,ha_sobre_5m,pct_sobre_5m,ha_sobre_5.5m,pct_sobre_5.5m,ha_sobre_8m,pct_sobre_8m,ha_sobre_10m,pct_sobre_10m,ha_sobre_35m,pct_sobre_35m
nuc-212,nucleos,Meis,A Armenteira (Santa María),3602801.0,PNOA-2024-GAL-520-4703-H29-NPC01_chm.tif,122066,12.2066,12.215,7.96,29.67,49.62,8.4,68.82,7.3542,60.25,6.7692,55.46,6.6524,54.5,6.0932,49.92,5.5957,45.84,0.4881,4.0
nuc-212,nucleos,Meis,A Armenteira (Santa María),3602801.0,PNOA-2024-GAL-520-4704-H29-NPC01_chm.tif,47918,4.7918,4.7899,7.0,24.63,38.81,3.3321,69.54,2.8908,60.33,2.5893,54.04,2.5317,52.83,2.3098,48.2,2.1321,44.49,0.032,0.67
nuc-583,nucleos,Meis,San Martiño de Meis (San Martiño),3602802.0,PNOA-2024-GAL-520-4704-H29-NPC01_chm.tif,18097,1.8097,1.81,2.02,7.06,24.45,0.9264,51.19,0.2773,15.32,0.2234,12.34,0.2135,11.8,0.1566,8.65,0.1082,5.98,0.0,0.0
nuc-212,nucleos,Meis,A Armenteira (Santa María),3602801.0,PNOA-2024-GAL-520-4705-H29-NPC01_chm.tif,35956,3.5956,3.6005,9.89,19.73,44.66,2.7898,77.59,2.6577,73.92,2.414,67.14,2.3558,65.52,2.0657,57.45,1.7815,49.55,0.056,1.56
nuc-583,nucleos,Meis,San Martiño de Meis (San Martiño),3602802.0,PNOA-2024-GAL-520-4705-H29-NPC01_chm.tif,205389,20.5389,20.5359,2.26,16.94,37.68,12.7932,62.29,6.5203,31.75,5.6365,27.44,5.4726,26.65,4.69,22.83,4.0646,19.79,0.0284,0.14
nuc-241,nucleos,Meis,San Martiño de Meis (San Martiño),3602802.0,PNOA-2024-GAL-520-4706-H29-NPC01_chm.tif,17505,1.7505,1.7517,2.41,24.43,35.46,1.2914,73.77,0.7941,45.36,0.764,43.64,0.7561,43.19,0.7198,41.12,0.68,38.85,0.0006,0.03
nuc-342,nucleos,Ribadumia,Ribadumia (Santa Baia),3604606.0,PNOA-2024-GAL-520-4706-H29-NPC01_chm.tif,11293,1.1293,1.129,2.06,14.69,31.96,0.5878,52.05,0.1685,14.92,0.1375,12.18,0.136,12.04,0.1298,11.49,0.1284,11.37,0.0,0.0
nuc-583,nucleos,Meis,San Martiño de Meis (San Martiño),3602802.0,PNOA-2024-GAL-520-4706-H29-NPC01_chm.tif,132750,13.275,13.2708,2.31,23.49,39.84,8.763,66.01,5.3313,40.16,4.7722,35.95,4.6449,34.99,4.1217,31.05,3.6764,27.69,0.0533,0.4
nuc-680,nucleos,Ribadumia,Ribadumia (Santa Baia),3604606.0,PNOA-2024-GAL-520-4706-H29-NPC01_chm.tif,2525,0.2525,0.2519,2.23,9.07,27.56,0.1767,69.98,0.05,19.8,0.0356,14.1,0.0315,12.48,0.0276,10.93,0.0232,9.19,0.0,0.0
ill-432,illadas,Ribadumia,Ribadumia (Santa Baia),3604606.0,PNOA-2024-GAL-520-4706-H29-NPC01_chm.tif,3055,0.3055,0.3065,2.33,12.24,27.97,0.1832,59.97,0.1095,35.84,0.0872,28.54,0.0813,26.61,0.0538,17.61,0.0383,12.54,0.0,0.0
nuc-342,nucleos,Ribadumia,Ribadumia (Santa Baia),3604606.0,PNOA-2024-GAL-520-4707-H29-NPC01_chm.tif,129876,12.9876,12.9851,2.17,16.67,37.05,7.243,55.77,3.5554,27.38,3.1495,24.25,3.0809,23.72,2.7813,21.42,2.4808,19.1,0.0006,0.0
nuc-711,nucleos,Ribadumia,Besomaño (Santa María),3604603.0,PNOA-2024-GAL-520-4707-H29-NPC01_chm.tif,2268,0.2268,0.2268,0.12,2.22,4.14,0.0285,12.57,0.0082,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ill-368,illadas,Ribadumia,Besomaño (Santa María),3604603.0,PNOA-2024-GAL-520-4707-H29-NPC01_chm.tif,9019,0.9019,0.9017,2.11,2.49,8.15,0.5492,60.89,0.0286,3.17,0.0069,0.77,0.0052,0.58,0.0002,0.02,0.0,0.0,0.0,0.0
ill-432,illadas,Ribadumia,Ribadumia (Santa Baia),3604606.0,PNOA-2024-GAL-520-4707-H29-NPC01_chm.tif,23429,2.3429,2.3442,2.3,5.48,16.09,1.4417,61.53,0.5365,22.9,0.2824,12.05,0.233,9.94,0.0702,3.0,0.0386,1.65,0.0,0.0
nuc-342,nucleos,Ribadumia,Ribadumia (Santa Baia),3604606.0,PNOA-2024-GAL-520-4708-H29-NPC01_chm.tif,124324,12.4324,12.4593,2.12,3.85,36.7,6.8019,54.71,1.5929,12.81,1.051,8.45,0.9918,7.98,0.809,6.51,0.6733,5.42,0.0034,0.03
nuc-435,nucleos,Ribadumia,Leiro (San Xoán),3604604.0,PNOA-2024-GAL-520-4708-H29-NPC01_chm.tif,39415,3.9415,3.9407,2.07,7.14,33.08,2.0272,51.43,0.9432,23.93,0.5297,13.44,0.5036,12.78,0.3609,9.16,0.3398,8.62,0.0,0.0
nuc-711,nucleos,Ribadumia,Besomaño (Santa María),3604603.0,PNOA-2024-GAL-520-4708-H29-NPC01_chm.tif,61059,6.1059,6.1064,2.06,3.31,24.9,3.2486,53.2,0.7076,11.59,0.3865,6.33,0.3519,5.76,0.2135,3.5,0.1735,2.84,0.0,0.0
ill-368,illadas,Ribadumia,Besomaño (Santa María),3604603.0,PNOA-2024-GAL-520-4708-H29-NPC01_chm.tif,50623,5.0623,5.0662,1.98,13.38,36.55,2.5114,49.61,1.1135,22.0,0.8642,17.07,0.812,16.04,0.6434,12.71,0.5857,11.57,0.0091,0.18
ill-432,illadas,Ribadumia,Ribadumia (Santa Baia),3604606.0,PNOA-2024-GAL-520-4708-H29-NPC01_chm.tif,58319,5.8319,5.8306,2.1,3.86,22.8,3.0727,52.69,0.7407,12.7,0.4286,7.35,0.3883,6.66,0.2076,3.56,0.1357,2.33,0.0,0.0
nuc-435,nucleos,Ribadumia,Leiro (San Xoán),3604604.0,PNOA-2024-GAL-520-4709-H29-NPC01_chm.tif,137349,13.7349,13.734,2.04,3.47,31.27,7.0179,51.1,1.6062,11.69,0.966,7.03,0.8739,6.36,0.4881,3.55,0.3087,2.25,0.0,0.0
ill-257,illadas,Ribadumia,Leiro (San Xoán),3604604.0,PNOA-2024-GAL-520-4709-H29-NPC01_chm.tif,85168,8.5168,8.5162,0.77,5.62,38.73,3.5294,41.44,1.4203,16.68,0.9541,11.2,0.8677,10.19,0.6127,7.19,0.4938,5.8,0.0341,0.4
nuc-145,nucleos,Vilanova de Arousa,Baión (San Xoán),3606102.0,PNOA-2024-GAL-520-4710-H29-NPC01_chm.tif,2684,0.2684,0.2688,7.36,15.4,26.6,0.2048,76.3,0.189,70.42,0.1613,60.1,0.1542,57.45,0.1281,47.73,0.1021,38.04,0.0,0.0
nuc-166,nucleos,Ribadumia,Leiro (San Xoán),3604604.0,PNOA-2024-GAL-520-4710-H29-NPC01_chm.tif,1612,0.1612,0.162,13.46,20.87,22.79,0.1242,77.05,0.1235,76.61,0.1153,71.53,0.1136,70.47,0.1047,64.95,0.1001,62.1,0.0,0.0
nuc-168,nucleos,Vilanova de Arousa,Baión (San Xoán),3606102.0,PNOA-2024-GAL-520-4710-H29-NPC01_chm.tif,88357,8.8357,8.8398,2.47,28.23,38.59,4.989,56.46,4.1777,47.28,3.6188,40.96,3.54,40.06,3.1774,35.96,2.8887,32.69,0.0344,0.39
nuc-435,nucleos,Ribadumia,Leiro (San Xoán),3604604.0,PNOA-2024-GAL-520-4710-H29-NPC01_chm.tif,48703,4.8703,4.8707,2.16,23.13,37.66,2.5991,53.37,1.875,38.5,1.6625,34.14,1.62,33.26,1.3994,28.73,1.2254,25.16,0.0065,0.13
nuc-546,nucleos,Vilanova de Arousa,Tremoedo (Santo Estevo),3606106.0,PNOA-2024-GAL-520-4710-H29-NPC01_chm.tif,9995,0.9995,0.9994,1.8,2.61,12.88,0.419,41.92,0.0769,7.69,0.0228,2.28,0.0179,1.79,0.0048,0.48,0.0021,0.21,0.0,0.0
ill-191,illadas,Vilanova de Arousa,Baión (San Xoán),3606102.0,PNOA-2024-GAL-520-4710-H29-NPC01_chm.tif,52,0.0052,0.0048,0.09,11.95,12.28,0.0011,21.15,0.0011,21.15,0.0011,21.15,0.0011,21.15,0.001,19.23,0.0009,17.31,0.0,0.0
ill-257,illadas,Ribadumia,Leiro (San Xoán),3604604.0,PNOA-2024-GAL-520-4710-H29-NPC01_chm.tif,20771,2.0771,2.0782,0.53,9.69,35.24,0.7807,37.59,0.6074,29.24,0.4565,21.98,0.4248,20.45,0.2747,13.23,0.1939,9.34,0.0002,0.01
ill-438,illadas,Vilanova de Arousa,Tremoedo (Santo Estevo),3606106.0,PNOA-2024-GAL-520-4710-H29-NPC01_chm.tif,12187,1.2187,1.2196,2.11,10.7,17.61,0.6374,52.3,0.432,35.45,0.2644,21.7,0.2493,20.46,0.1876,15.39,0.1411,11.58,0.0,0.0
ill-498,illadas,Vilanova de Arousa,Baión (San Xoán),3606102.0,PNOA-2024-GAL-520-4710-H29-NPC01_chm.tif,975,0.0975,0.0975,8.3,17.59,19.16,0.0758,77.74,0.0703,72.1,0.065,66.67,0.0641,65.74,0.0506,51.9,0.0365,37.44,0.0,0.0
nuc-163,nucleos,Vilanova de Arousa,Baión (San Xoán),3606102.0,PNOA-2024-GAL-520-4711-H29-NPC01_chm.tif,15340,1.534,1.5344,2.95,31.01,37.75,0.9464,61.69,0.7651,49.88,0.7175,46.77,0.7087,46.2,0.6366,41.5,0.5909,38.52,0.03,1.96
nuc-164,nucleos,Vilanova de Arousa,Tremoedo (Santo Estevo),3606106.0,PNOA-2024-GAL-520-4711-H29-NPC01_chm.tif,521,0.0521,0.0523,0.34,1.09,2.69,0.0014,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuc-167,nucleos,Vilagarcía de Arousa,Solobeira (San Fins),3606011.0,PNOA-2024-GAL-520-4711-H29-NPC01_chm.tif,13218,1.3218,1.322,0.59,5.26,12.95,0.4551,34.43,0.2492,18.85,0.1396,10.56,0.1234,9.34,0.064,4.84,0.0221,1.67,0.0,0.0
nuc-168,nucleos,Vilanova de Arousa,Baión (San Xoán),3606102.0,PNOA-2024-GAL-520-4711-H29-NPC01_chm.tif,92354,9.2354,9.2346,2.2,18.8,37.75,5.1864,56.16,3.4185,37.02,2.9041,31.45,2.788,30.19,2.2807,24.7,1.9494,21.11,0.0318,0.34
nuc-543,nucleos,Vilagarcía de Arousa,Solobeira (San Fins),3606011.0,PNOA-2024-GAL-520-4711-H29-NPC01_chm.tif,93935,9.3935,9.3931,1.72,11.05,37.01,4.3023,45.8,2.3278,24.78,1.6594,17.67,1.5752,16.77,1.2367,13.17,1.0287,10.95,0.0051,0.05
nuc-546,nucleos,Vilanova de Arousa,Tremoedo (Santo Estevo),3606106.0,PNOA-2024-GAL-520-4711-H29-NPC01_chm.tif,38287,3.8287,3.8295,2.14,11.42,28.79,2.0856,54.47,0.9802,25.6,0.7994,20.88,0.762,19.9,0.601,15.7,0.4674,12.21,0.0,0.0
ill-191,illadas,Vilanova de Arousa,Baión (San Xoán),3606102.0,PNOA-2024-GAL-520-4711-H29-NPC01_chm.tif,5621,0.5621,0.5634,3.21,15.53,31.67,0.373,66.36,0.2916,51.88,0.1865,33.18,0.167,29.71,0.1275,22.68,0.1123,19.98,0.0,0.0
ill-222,illadas,Vilanova de Arousa,Baión (San Xoán),3606102.0,PNOA-2024-GAL-520-4711-H29-NPC01_chm.tif,20,0.002,0.0021,2.47,4.86,5.83,0.001,50.0,0.001,50.0,0.0001,5.0,0.0001,5.0,0.0,0.0,0.0,0.0,0.0,0.0
ill-452,illadas,Vilagarcía de Arousa,Solobeira (San Fins),3606011.0,PNOA-2024-GAL-520-4711-H29-NPC01_chm.tif,3293,0.3293,0.3288,2.03,2.51,3.79,0.1682,51.08,0.0033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuc-163,nucleos,Vilanova de Arousa,Baión (San Xoán),3606102.0,PNOA-2024-GAL-520-4712-H29-NPC01_chm.tif,4195,0.4195,0.4199,4.2,33.43,41.26,0.3156,75.23,0.2322,55.35,0.2054,48.96,0.2032,48.44,0.1825,43.5,0.1672,39.86,0.0314,7.49
nuc-167,nucleos,Vilagarcía de Arousa,Solobeira (San Fins),3606011.0,PNOA-2024-GAL-520-4712-H29-NPC01_chm.tif,6310,0.631,0.6316,1.24,3.23,35.8,0.261,41.36,0.069,10.94,0.0473,7.5,0.0447,7.08,0.0203,3.22,0.0123,1.95,0.0004,0.06
nuc-168,nucleos,Vilanova de Arousa,Baión (San Xoán),3606102.0,PNOA-2024-GAL-520-4712-H29-NPC01_chm.tif,74018,7.4018,7.4075,7.65,29.8,43.89,5.5871,75.48,4.2599,57.55,3.9863,53.86,3.9291,53.08,3.6708,49.59,3.4704,46.89,0.161,2.18
nuc-543,nucleos,Vilagarcía de Arousa,Solobeira (San Fins),3606011.0,PNOA-2024-GAL-520-4712-H29-NPC01_chm.tif,38610,3.861,3.8591,2.23,25.64,40.92,2.2395,58.0,1.5096,39.1,1.3057,33.82,1.2689,32.86,1.0832,28.05,0.975,25.25,0.0414,1.07
ill-191,illadas,Vilanova de Arousa,Baión (San Xoán),3606102.0,PNOA-2024-GAL-520-4712-H29-NPC01_chm.tif,28414,2.8414,2.8622,0.46,5.81,35.5,1.0982,38.65,0.5291,18.62,0.3211,11.3,0.2965,10.43,0.2139,7.53,0.179,6.3,0.0002,0.01
ill-452,illadas,Vilagarcía de Arousa,Solobeira (San Fins),3606011.0,PNOA-2024-GAL-520-4712-H29-NPC01_chm.tif,24899,2.4899,2.4902,1.7,2.65,35.9,1.0239,41.12,0.2011,8.08,0.1441,5.79,0.139,5.58,0.1198,4.81,0.108,4.34,0.0026,0.1
nuc-639,nucleos,Vilagarcía de Arousa,Rubiáns (Santa María),3606007.0,PNOA-2024-GAL-520-4713-H29-NPC01_chm.tif,21956,2.1956,2.1962,22.48,36.64,44.18,1.8197,82.88,1.6924,77.08,1.5979,72.78,1.5775,71.85,1.4936,68.03,1.4102,64.23,0.3274,14.91
ill-451,illadas,Vilagarcía de Arousa,Rubiáns (Santa María),3606007.0,PNOA-2024-GAL-520-4713-H29-NPC01_chm.tif,13607,1.3607,1.3611,1.38,24.42,33.79,0.5636,41.42,0.3019,22.19,0.2432,17.87,0.2354,17.3,0.2074,15.24,0.2032,14.93,0.0,0.0
nuc-361,nucleos,Vilagarcía de Arousa,Cornazo (San Pedro),3606005.0,PNOA-2024-GAL-520-4714-H29-NPC01_chm.tif,111025,11.1025,11.1015,2.19,26.07,45.42,5.7079,51.41,5.0582,45.56,4.213,37.95,4.0457,36.44,3.4223,30.82,2.973,26.78,0.3337,3.01
nuc-639,nucleos,Vilagarcía de Arousa,Rubiáns (Santa María),3606007.0,PNOA-2024-GAL-520-4714-H29-NPC01_chm.tif,96407,9.6407,9.6658,2.24,17.89,36.03,5.4658,56.7,3.8743,40.19,3.0894,32.05,2.9365,30.46,2.2453,23.29,1.8372,19.06,0.0035,0.04
ill-394,illadas,Vilagarcía de Arousa,Cornazo (San Pedro),3606005.0,PNOA-2024-GAL-520-4714-H29-NPC01_chm.tif,22943,2.2943,2.2953,4.95,27.3,38.66,1.53,66.69,1.269,55.31,1.144,49.86,1.1187,48.76,0.9943,43.34,0.9042,39.41,0.0044,0.19
ill-451,illadas,Vilagarcía de Arousa,Rubiáns (Santa María),3606007.0,PNOA-2024-GAL-520-4714-H29-NPC01_chm.tif,54464,5.4464,5.448,2.36,24.88,40.32,3.2146,59.02,2.4533,45.04,2.129,39.09,2.0373,37.41,1.6135,29.63,1.4257,26.18,0.0399,0.73
nuc-361,nucleos,Vilagarcía de Arousa,Cornazo (San Pedro),3606005.0,PNOA-2024-GAL-520-4715-H29-NPC01_chm.tif,100317,10.0317,10.0323,2.12,14.43,47.34,5.2138,51.97,4.114,41.01,3.1051,30.95,2.9176,29.08,2.2006,21.94,1.7458,17.4,0.2273,2.27
nuc-457,nucleos,Vilagarcía de Arousa,Arealonga (Santa Baia),3606001.0,PNOA-2024-GAL-520-4715-H29-NPC01_chm.tif,22546,2.2546,2.2556,3.23,26.49,36.26,1.2179,54.02,1.1458,50.82,1.0083,44.72,0.9752,43.25,0.8124,36.03,0.7106,31.52,0.0043,0.19
nuc-639,nucleos,Vilagarcía de Arousa,Rubiáns (Santa María),3606007.0,PNOA-2024-GAL-520-4715-H29-NPC01_chm.tif,86711,8.6711,8.7029,1.16,13.02,31.07,3.8513,44.42,3.256,37.55,2.4966,28.79,2.3601,27.22,1.7955,20.71,1.4055,16.21,0.0,0.0
ill-18,illadas,Vilagarcía de Arousa,Arealonga (Santa Baia),3606001.0,PNOA-2024-GAL-520-4715-H29-NPC01_chm.tif,6048,0.6048,0.6052,1.62,8.92,21.71,0.2904,48.02,0.2482,41.04,0.1671,27.63,0.1527,25.25,0.0814,13.46,0.031,5.13,0.0,0.0
ill-394,illadas,Vilagarcía de Arousa,Cornazo (San Pedro),3606005.0,PNOA-2024-GAL-520-4715-H29-NPC01_chm.tif,64315,6.4315,6.4435,3.72,22.37,43.41,4.0384,62.79,3.4973,54.38,2.884,44.84,2.7773,43.18,2.2425,34.87,1.8737,29.13,0.0257,0.4
ill-451,illadas,Vilagarcía de Arousa,Rubiáns (Santa María),3606007.0,PNOA-2024-GAL-520-4715-H29-NPC01_chm.tif,49722,4.9722,4.9783,5.69,28.5,46.11,3.0724,61.79,2.8832,57.99,2.6234,52.76,2.5282,50.85,1.9996,40.22,1.7744,35.69,0.1924,3.87
nuc-71,nucleos,Vilagarcía de Arousa,Cea (San Pedro),3606004.0,PNOA-2024-GAL-520-4716-H29-NPC01_chm.tif,77447,7.7447,7.7454,1.68,8.49,38.26,3.6339,46.92,2.5856,33.39,1.6045,20.72,1.4314,18.48,0.8577,11.07,0.5462,7.05,0.0299,0.39
nuc-457,nucleos,Vilagarcía de Arousa,Arealonga (Santa Baia),3606001.0,PNOA-2024-GAL-520-4716-H29-NPC01_chm.tif,80778,8.0778,8.0787,1.07,10.09,35.17,3.3382,41.33,2.5866,32.02,1.9319,23.92,1.7887,22.14,1.22,15.1,0.8236,10.2,0.0006,0.01
nuc-639,nucleos,Vilagarcía de Arousa,Rubiáns (Santa María),3606007.0,PNOA-2024-GAL-520-4716-H29-NPC01_chm.tif,1207,0.1207,0.1207,2.08,7.28,9.21,0.0627,51.95,0.0406,33.64,0.0234,19.39,0.0204,16.9,0.0068,5.63,0.0,0.0,0.0,0.0
ill-18,illadas,Vilagarcía de Arousa,Arealonga (Santa Baia),3606001.0,PNOA-2024-GAL-520-4716-H29-NPC01_chm.tif,6672,0.6672,0.677,0.53,6.6,12.43,0.1847,27.68,0.1318,19.75,0.0926,13.88,0.0869,13.02,0.0334,5.01,0.0028,0.42,0.0,0.0
ill-20,illadas,Vilagarcía de Arousa,Cea (San Pedro),3606004.0,PNOA-2024-GAL-520-4716-H29-NPC01_chm.tif,11901,1.1901,1.1976,0.49,6.89,21.56,0.4594,38.6,0.2995,25.17,0.2027,17.03,0.1834,15.41,0.0831,6.98,0.0538,4.52,0.0,0.0
nuc-457,nucleos,Vilagarcía de Arousa,Arealonga (Santa Baia),3606001.0,PNOA-2024-GAL-520-4717-H29-NPC01_chm.tif,215991,21.5991,21.5987,1.28,11.15,34.3,9.2337,42.75,6.9271,32.07,4.657,21.56,4.393,20.34,3.2412,15.01,2.4751,11.46,0.0,0.0
ill-18,illadas,Vilagarcía de Arousa,Arealonga (Santa Baia),3606001.0,PNOA-2024-GAL-520-4717-H29-NPC01_chm.tif,52861,5.2861,5.2859,1.14,14.81,37.89,2.3266,44.01,1.9767,37.39,1.5028,28.43,1.441,27.26,1.1285,21.35,0.8857,16.76,0.0111,0.21
nuc-457,nucleos,Vilagarcía de Arousa,Arealonga (Santa Baia),3606001.0,PNOA-2024-GAL-520-4718-H29-NPC01_chm.tif,18714,1.8714,1.8706,0.45,18.47,30.37,0.6243,33.36,0.5708,30.5,0.5022,26.84,0.4877,26.06,0.4223,22.57,0.3831,20.47,0.0,0.0
nuc-640,nucleos,Vilagarcía de Arousa,O Carril (Santiago de Fóra),3606013.0,PNOA-2024-GAL-520-4718-H29-NPC01_chm.tif,54209,5.4209,5.4205,0.71,9.09,32.6,1.8918,34.9,1.3366,24.66,0.9756,18.0,0.9135,16.85,0.6352,11.72,0.5006,9.23,0.0,0.0
ill-18,illadas,Vilagarcía de Arousa,Arealonga (Santa Baia),3606001.0,PNOA-2024-GAL-520-4718-H29-NPC01_chm.tif,91906,9.1906,9.1885,2.44,21.69,34.84,5.0639,55.1,4.0153,43.69,3.0396,33.07,2.8795,31.33,2.1379,23.26,1.7775,19.34,0.0,0.0
ill-220,illadas,Vilagarcía de Arousa,O Carril (Santiago de Fóra),3606013.0,PNOA-2024-GAL-520-4718-H29-NPC01_chm.tif,71354,7.1354,7.1357,1.07,23.44,35.35,3.0677,42.99,2.5753,36.09,2.2864,32.04,2.2421,31.42,2.0542,28.79,1.9009,26.64,0.0007,0.01
nuc-638,nucleos,Vilagarcía de Arousa,Bamio (San Xens),3606002.0,PNOA-2024-GAL-520-4720-H29-NPC01_chm.tif,100556,10.0556,10.0536,2.0,17.46,36.59,5.0252,49.97,4.2363,42.13,3.3125,32.94,3.1446,31.27,2.6164,26.02,2.2684,22.56,0.0039,0.04
ill-19,illadas,Vilagarcía de Arousa,Bamio (San Xens),3606002.0,PNOA-2024-GAL-520-4720-H29-NPC01_chm.tif,36721,3.6721,3.67,1.58,13.9,31.84,1.6625,45.27,1.3306,36.24,1.0826,29.48,1.0331,28.13,0.7864,21.42,0.6419,17.48,0.0,0.0
nuc-638,nucleos,Vilagarcía de Arousa,Bamio (San Xens),3606002.0,PNOA-2024-GAL-520-4721-H29-NPC01_chm.tif,245925,24.5925,24.5969,1.65,13.57,45.6,11.3159,46.01,9.3905,38.18,7.4074,30.12,6.9923,28.43,5.2291,21.26,4.1495,16.87,0.1384,0.56
ill-19,illadas,Vilagarcía de Arousa,Bamio (San Xens),3606002.0,PNOA-2024-GAL-520-4721-H29-NPC01_chm.tif,71704,7.1704,7.1697,1.96,14.15,36.14,3.5601,49.65,3.1846,44.41,2.6942,37.57,2.5577,35.67,1.8672,26.04,1.4022,19.56,0.0001,0.0
nuc-541,nucleos,Catoira,Abalo (San Mamede),3601001.0,PNOA-2024-GAL-520-4722-H29-NPC01_chm.tif,9323,0.9323,0.939,14.78,29.73,37.11,0.6095,65.38,0.5774,61.93,0.5482,58.8,0.5422,58.16,0.5119,54.91,0.4965,53.26,0.0063,0.68
nuc-638,nucleos,Vilagarcía de Arousa,Bamio (San Xens),3606002.0,PNOA-2024-GAL-520-4722-H29-NPC01_chm.tif,13212,1.3212,1.3267,18.46,30.81,38.12,1.0052,76.08,0.9803,74.2,0.9504,71.93,0.9458,71.59,0.9174,69.44,0.8892,67.3,0.0169,1.28
nuc-427,nucleos,Tomiño,Forcadela (San Pedro),3605406.0,PNOA-2024-GAL-521-4647-H29-NPC01_chm.tif,55853,5.5853,5.5862,0.33,13.42,27.07,1.5545,27.83,1.4286,25.58,1.3194,23.62,1.2985,23.25,1.1231,20.11,0.9468,16.95,0.0,0.0
nuc-53,nucleos,Tomiño,Tomiño (Santa María),3605414.0,PNOA-2024-GAL-521-4648-H29-NPC01_chm.tif,44061,4.4061,4.4063,2.31,16.28,39.78,2.87,65.14,1.3297,30.18,1.1,24.97,1.0481,23.79,0.8432,19.14,0.6898,15.66,0.0494,1.12
nuc-427,nucleos,Tomiño,Forcadela (San Pedro),3605406.0,PNOA-2024-GAL-521-4648-H29-NPC01_chm.tif,61957,6.1957,6.2086,1.08,17.11,38.65,2.5608,41.33,2.0745,33.48,1.6284,26.28,1.5602,25.18,1.3061,21.08,1.1166,18.02,0.0104,0.17
nuc-53,nucleos,Tomiño,Tomiño (Santa María),3605414.0,PNOA-2024-GAL-521-4649-H29-NPC01_chm.tif,153919,15.3919,15.3901,2.85,19.75,42.49,9.001,58.48,7.5696,49.18,6.7117,43.61,6.5072,42.28,5.4726,35.56,4.6527,30.23,0.0919,0.6
nuc-427,nucleos,Tomiño,Forcadela (San Pedro),3605406.0,PNOA-2024-GAL-521-4649-H29-NPC01_chm.tif,6457,0.6457,0.6521,0.81,9.17,24.06,0.261,40.42,0.241,37.32,0.1834,28.4,0.1729,26.78,0.1043,16.15,0.05,7.74,0.0,0.0
nuc-53,nucleos,Tomiño,Tomiño (Santa María),3605414.0,PNOA-2024-GAL-521-4650-H29-NPC01_chm.tif,119136,11.9136,11.9209,3.83,22.66,43.15,6.9784,58.58,6.3531,53.33,5.4643,45.87,5.27,44.24,4.678,39.27,4.3035,36.12,0.1157,0.97
nuc-53,nucleos,Tomiño,Tomiño (Santa María),3605414.0,PNOA-2024-GAL-521-4651-H29-NPC01_chm.tif,118022,11.8022,11.853,6.14,25.94,42.51,7.9477,67.34,7.1944,60.96,6.3038,53.41,6.1194,51.85,5.336,45.21,4.7437,40.19,0.1917,1.62
nuc-333,nucleos,Tomiño,Barrantes (San Vicente),3605402.0,PNOA-2024-GAL-521-4651-H29-NPC01_chm.tif,19886,1.9886,1.9896,20.16,35.1,46.34,1.7802,89.52,1.7229,86.64,1.6695,83.95,1.6609,83.52,1.6219,81.56,1.5815,79.53,0.2035,10.23
nuc-53,nucleos,Tomiño,Tomiño (Santa María),3605414.0,PNOA-2024-GAL-521-4652-H29-NPC01_chm.tif,1936,0.1936,0.1934,11.26,19.61,23.55,0.1651,85.28,0.1601,82.7,0.1469,75.88,0.1441,74.43,0.123,63.53,0.1108,57.23,0.0,0.0
nuc-333,nucleos,Tomiño,Barrantes (San Vicente),3605402.0,PNOA-2024-GAL-521-4652-H29-NPC01_chm.tif,79259,7.9259,7.9297,11.31,28.67,46.59,5.7343,72.35,5.5209,69.66,5.1305,64.73,5.0139,63.26,4.4517,56.17,4.1329,52.14,0.219,2.76
nuc-705,nucleos,Tomiño,Vilameán (San Bieito),3605415.0,PNOA-2024-GAL-521-4652-H29-NPC01_chm.tif,42888,4.2888,4.2899,9.4,33.03,46.73,2.775,64.7,2.6124,60.91,2.476,57.73,2.4397,56.89,2.2418,52.27,2.1044,49.07,0.3253,7.58
nuc-705,nucleos,Tomiño,Vilameán (San Bieito),3605415.0,PNOA-2024-GAL-521-4653-H29-NPC01_chm.tif,156948,15.6948,15.6949,2.95,25.76,45.04,8.7839,55.97,7.8164,49.8,6.7474,42.99,6.5627,41.81,5.7025,36.33,5.0777,32.35,0.3983,2.54
nuc-336,nucleos,Tomiño,Tebra (Santa María),3605413.0,PNOA-2024-GAL-521-4654-H29-NPC01_chm.tif,71542,7.1542,7.1511,2.97,26.34,44.33,3.9074,54.62,3.5675,49.87,3.2179,44.98,3.156,44.11,2.8517,39.86,2.5973,36.3,0.0359,0.5
nuc-705,nucleos,Tomiño,Vilameán (San Bieito),3605415.0,PNOA-2024-GAL-521-4654-H29-NPC01_chm.tif,85067,8.5067,8.5225,1.35,22.84,51.48,3.8043,44.72,2.7739,32.61,2.3313,27.41,2.2445,26.39,1.878,22.08,1.663,19.55,0.3097,3.64
