nw_x,nw_y,ha_illadas,ha_nucleos,ha_faixa,NOMECONCEL,PARROQUIA,n_parroquias,bloque
530,4674,0.0,37.85704275684823,37.85704275684823,Mos,Torroso (San Mamede),3,PNOA-2024-GAL-530-4674-H29-NPC01.LAZ
532,4673,0.0,37.793176396726274,37.793176396726274,Mos,Mos (Santa Eulalia),2,PNOA-2024-GAL-532-4673-H29-NPC01.LAZ
544,4671,4.816599240892845,32.93291268734193,37.74951192823478,Ponteareas,Oliveira (Santiago),4,PNOA-2024-GAL-544-4671-H29-NPC01.LAZ
540,4671,9.414947866065896,28.132670272699272,37.547618138765166,Ponteareas,Bugarín (Santa Cristina),3,PNOA-2024-GAL-540-4671-H29-NPC01.LAZ
516,4708,10.857826747016047,26.615360691173787,37.47318743818983,Cambados,Vilariño (Santo Adrián),1,PNOA-2024-GAL-516-4708-H29-NPC01.LAZ
533,4685,22.996510829851886,14.33140044338745,37.32791127323934,Redondela,O Viso (Santa María),1,PNOA-2024-GAL-533-4685-H29-NPC01.LAZ
531,4677,29.961596731712618,7.189148517873082,37.1507452495857,Redondela,Vilar de Infesta (San Martiño),1,PNOA-2024-GAL-531-4677-H29-NPC01.LAZ
540,4667,2.829417346650668,34.22800197099713,37.05741931764779,Ponteareas,Moreira (San Martiño),2,PNOA-2024-GAL-540-4667-H29-NPC01.LAZ
528,4727,11.864832045943906,24.90921087034892,36.77404291629283,Valga,Xanza (Santa María),2,PNOA-2024-GAL-528-4727-H29-NPC01.LAZ
526,4727,12.429513300869628,24.233297691158135,36.662810992027765,Valga,Cordeiro (Santa Comba),2,PNOA-2024-GAL-526-4727-H29-NPC01.LAZ
542,4666,10.440313397689978,26.21025609334899,36.650569491038965,Salvaterra de Miño,Fornelos (San Xoán),2,PNOA-2024-GAL-542-4666-H29-NPC01.LAZ
533,4684,10.867942441042393,25.779674138365827,36.64761657940822,Redondela,Ventosela (San Martiño),2,PNOA-2024-GAL-533-4684-H29-NPC01.LAZ
517,4714,14.821057489946144,21.754138836039168,36.57519632598531,Vilagarcía de Arousa,Sobrán (San Martiño de Fóra),1,PNOA-2024-GAL-517-4714-H29-NPC01.LAZ
517,4704,8.37147930431719,28.103454149058994,36.47493345337618,Meaño,Padrenda (San Martiño),3,PNOA-2024-GAL-517-4704-H29-NPC01.LAZ
515,4710,16.38283090003189,20.06407421509922,36.446905115131116,Vilanova de Arousa,Deiro (San Miguel),2,PNOA-2024-GAL-515-4710-H29-NPC01.LAZ
526,4728,10.809951034990796,25.469309075873067,36.27926011086386,Valga,Cordeiro (Santa Comba),3,PNOA-2024-GAL-526-4728-H29-NPC01.LAZ
522,4710,7.358907357603745,28.829023036265244,36.18793039386899,Ribadumia,Lois (San Fins),2,PNOA-2024-GAL-522-4710-H29-NPC01.LAZ
517,4708,14.423635720315245,21.714511303766898,36.138147024082144,Cambados,Vilariño (Santo Adrián),2,PNOA-2024-GAL-517-4708-H29-NPC01.LAZ
562,4668,12.976063183573643,22.991913119597918,35.96797630317156,Crecente,Vilar (San Xorxe),2,PNOA-2024-GAL-562-4668-H29-NPC01.LAZ
543,4727,8.518478977137116,27.35065762665453,35.869136603791645,A Estrada,Guimarei (San Xiao),3,PNOA-2024-GAL-543-4727-H29-NPC01.LAZ
535,4688,1.007740948834235,34.798581694128565,35.8063226429628,Soutomaior,Soutomaior (San Salvador),1,PNOA-2024-GAL-535-4688-H29-NPC01.LAZ
572,4726,20.429415394640937,15.323059324653741,35.75247471929468,Lalín,Xaxán (Santa María da Saleta),2,PNOA-2024-GAL-572-4726-H29-NPC01.LAZ
543,4726,10.240722041216424,25.454451707959,35.695173749175424,A Estrada,Guimarei (San Xiao),1,PNOA-2024-GAL-543-4726-H29-NPC01.LAZ
527,4727,12.667853541882376,22.770872502639403,35.43872604452178,Valga,Cordeiro (Santa Comba),3,PNOA-2024-GAL-527-4727-H29-NPC01.LAZ
521,4716,4.250914962794028,31.184722775682644,35.43563773847667,Vilagarcía de Arousa,Cea (San Pedro),3,PNOA-2024-GAL-521-4716-H29-NPC01.LAZ
541,4726,10.736497535206578,24.541433516638946,35.27793105184553,A Estrada,Ouzande (San Lourenzo),2,PNOA-2024-GAL-541-4726-H29-NPC01.LAZ
518,4699,7.826102628652891,27.32023235002384,35.146334978676734,Meaño,Simes (Santa María),3,PNOA-2024-GAL-518-4699-H29-NPC01.LAZ
557,4670,6.024893723969241,29.11418661485722,35.13908033882646,A Cañiza,Parada das Achas (Santiago),1,PNOA-2024-GAL-557-4670-H29-NPC01.LAZ
532,4676,2.2723843390705474,32.7807846657639,35.05316900483445,Mos,Louredo (San Salvador),3,PNOA-2024-GAL-532-4676-H29-NPC01.LAZ
518,4695,4.2229242474170405,30.79780827340189,35.02073252081893,Sanxenxo,Bordóns (San Pedro),2,PNOA-2024-GAL-518-4695-H29-NPC01.LAZ
542,4670,4.043600437998187,30.968833797356545,35.01243423535473,Ponteareas,Ponteareas (San Miguel),3,PNOA-2024-GAL-542-4670-H29-NPC01.LAZ
539,4727,22.403989868875502,12.600798411610015,35.00478828048551,A Estrada,Matalobos (Santa Baia),2,PNOA-2024-GAL-539-4727-H29-NPC01.LAZ
514,4698,3.8826931300105514,31.097941278987964,34.98063440899851,Sanxenxo,Gondar (San Tomé),3,PNOA-2024-GAL-514-4698-H29-NPC01.LAZ
546,4662,11.237999208088551,23.738308974068627,34.976308182157176,As Neves,Rubiós (San Xoán),3,PNOA-2024-GAL-546-4662-H29-NPC01.LAZ
560,4674,10.817983607711087,24.015082554994525,34.83306616270561,A Cañiza,A Cañiza (Santa Teresa),2,PNOA-2024-GAL-560-4674-H29-NPC01.LAZ
529,4669,0.0,34.7200184806721,34.7200184806721,Mos,Pereiras (San Miguel),3,PNOA-2024-GAL-529-4669-H29-NPC01.LAZ
515,4713,9.696950969904542,24.92470595970302,34.62165692960756,Vilanova de Arousa,Caleiro (Santa María),3,PNOA-2024-GAL-515-4713-H29-NPC01.LAZ
531,4682,18.640325597762704,15.839287367334327,34.47961296509703,Redondela,Redondela (Santiago),3,PNOA-2024-GAL-531-4682-H29-NPC01.LAZ
515,4682,9.137334868357717,25.31059889144471,34.447933759802424,Cangas,Aldán (San Cibrán),1,PNOA-2024-GAL-515-4682-H29-NPC01.LAZ
511,4696,22.026320983357017,12.322703251345091,34.34902423470211,Sanxenxo,Noalla (Santo Estevo),1,PNOA-2024-GAL-511-4696-H29-NPC01.LAZ
533,4681,14.320375532269427,20.01573028589114,34.33610581816057,Redondela,Reboreda (Santa María),2,PNOA-2024-GAL-533-4681-H29-NPC01.LAZ
517,4707,10.692689604658796,23.634935041358275,34.32762464601707,Cambados,Vilariño (Santo Adrián),1,PNOA-2024-GAL-517-4707-H29-NPC01.LAZ
525,4710,0.9220872246279147,33.334405909926396,34.25649313455431,Portas,Romai (San Xián),1,PNOA-2024-GAL-525-4710-H29-NPC01.LAZ
538,4668,0.7476344223155682,33.45898128760142,34.20661570991699,Ponteareas,Guláns (San Xulián),1,PNOA-2024-GAL-538-4668-H29-NPC01.LAZ
514,4714,14.415325738944238,19.77574505808055,34.191070797024786,Vilanova de Arousa,Vilanova de Arousa (San Cibrán),1,PNOA-2024-GAL-514-4714-H29-NPC01.LAZ
538,4732,7.896835151044518,26.277958794153108,34.17479394519763,A Estrada,Santa Cristina de Vea (Santa Cristina),1,PNOA-2024-GAL-538-4732-H29-NPC01.LAZ
539,4666,1.548924594795132,32.506458887288694,34.055383482083826,Ponteareas,Moreira (San Martiño),2,PNOA-2024-GAL-539-4666-H29-NPC01.LAZ
513,4694,7.854876550027933,25.995619759603183,33.85049630963112,Sanxenxo,Adina (Santa María),2,PNOA-2024-GAL-513-4694-H29-NPC01.LAZ
523,4714,3.0582187344525544,30.780843420459284,33.839062154911836,Caldas de Reis,Godos (Santa María),2,PNOA-2024-GAL-523-4714-H29-NPC01.LAZ
516,4668,0.0,33.776267726056,33.776267726056,Nigrán,Priegue (San Mamede),2,PNOA-2024-GAL-516-4668-H29-NPC01.LAZ
519,4663,0.0,33.73998163522887,33.73998163522887,Gondomar,Vilaza (Santa María),3,PNOA-2024-GAL-519-4663-H29-NPC01.LAZ
533,4715,0.0,33.63252061199331,33.63252061199331,Moraña,Saiáns (San Salvador),2,PNOA-2024-GAL-533-4715-H29-NPC01.LAZ
519,4710,8.988488636875667,24.625926884133623,33.61441552100929,Vilanova de Arousa,Tremoedo (Santo Estevo),2,PNOA-2024-GAL-519-4710-H29-NPC01.LAZ
515,4709,6.271224563356438,27.33140770034847,33.60263226370491,Cambados,Corvillón (San Amedio),2,PNOA-2024-GAL-515-4709-H29-NPC01.LAZ
532,4681,7.570894324600216,25.902762427001836,33.47365675160205,Redondela,Quintela (San Mamede),4,PNOA-2024-GAL-532-4681-H29-NPC01.LAZ
520,4708,10.896799837279408,22.506330585110835,33.40313042239024,Ribadumia,Ribadumia (Santa Baia),3,PNOA-2024-GAL-520-4708-H29-NPC01.LAZ
