umbral_m,n_anotados,n_dudosos,tasa_fp,tasa_fp_lo,tasa_fp_hi,sensibilidad,sens_lo,sens_hi
5.5,250,19,0.3349,0.2519,0.4178,0.8976,0.8131,0.9677
