id,orden,x,y,chm_m,estrato,peso_m2,bloque
p0239,58,552111.5,4675779.5,37.560001373291016,"[35,inf)",10402.6,PNOA-2024-GAL-552-4676-H29-NPC01
p0071,59,560139.5,4673434.5,2.380000114440918,"[2,5.5)",77574.83,PNOA-2024-GAL-560-4674-H29-NPC01
p0221,60,549395.5,4676959.5,26.06999969482422,"[15,35)",161177.83,PNOA-2024-GAL-549-4677-H29-NPC01
p0154,61,553194.5,4660698.5,7.139999866485596,"[5.5,8)",29787.58,PNOA-2024-GAL-553-4661-H29-NPC01
p0164,62,554340.5,4663323.5,11.0600004196167,"[8,15)",100390.24,PNOA-2024-GAL-554-4664-H29-NPC01
p0117,63,557408.5,4665587.5,6.809999942779541,"[5.5,8)",29787.58,PNOA-2024-GAL-557-4666-H29-NPC01
p0011,64,556230.5,4686463.5,0.7599999904632568,"[0,2)",287125.4,PNOA-2024-GAL-556-4687-H29-NPC01
p0062,65,563516.5,4675795.5,3.25,"[2,5.5)",77574.83,PNOA-2024-GAL-563-4676-H29-NPC01
p0146,66,554717.5,4661114.5,6.840000152587891,"[5.5,8)",29787.58,PNOA-2024-GAL-554-4662-H29-NPC01
p0100,67,553338.5,4673239.5,7.889999866485596,"[5.5,8)",29787.58,PNOA-2024-GAL-553-4674-H29-NPC01
p0183,68,559215.5,4675258.5,10.470000267028809,"[8,15)",100390.24,PNOA-2024-GAL-559-4676-H29-NPC01
p0065,69,565439.5,4666882.5,4.099999904632568,"[2,5.5)",77574.83,PNOA-2024-GAL-565-4667-H29-NPC01
p0098,70,554991.5,4660664.5,2.569999933242798,"[2,5.5)",77574.83,PNOA-2024-GAL-554-4661-H29-NPC01
p0109,71,553910.5,4660971.5,6.539999961853027,"[5.5,8)",29787.58,PNOA-2024-GAL-553-4661-H29-NPC01
p0085,72,560665.5,4674549.5,4.929999828338623,"[2,5.5)",77574.83,PNOA-2024-GAL-560-4675-H29-NPC01
p0235,73,558495.5,4670218.5,38.599998474121094,"[35,inf)",10402.6,PNOA-2024-GAL-558-4671-H29-NPC01
p0161,74,556076.5,4663327.5,10.989999771118164,"[8,15)",100390.24,PNOA-2024-GAL-556-4664-H29-NPC01
p0172,75,559296.5,4666927.5,13.140000343322754,"[8,15)",100390.24,PNOA-2024-GAL-559-4667-H29-NPC01
p0224,76,567810.5,4672453.5,17.75,"[15,35)",161177.83,PNOA-2024-GAL-567-4673-H29-NPC01
p0127,77,556444.5,4684295.5,7.510000228881836,"[5.5,8)",29787.58,PNOA-2024-GAL-556-4685-H29-NPC01
p0128,78,553504.5,4660957.5,7.769999980926514,"[5.5,8)",29787.58,PNOA-2024-GAL-553-4661-H29-NPC01
p0220,79,553503.5,4660156.5,29.260000228881836,"[15,35)",161177.83,PNOA-2024-GAL-553-4661-H29-NPC01
p0003,80,561987.5,4670140.5,0.1599999964237213,"[0,2)",287125.4,PNOA-2024-GAL-561-4671-H29-NPC01
p0136,81,558069.5,4666681.5,6.159999847412109,"[5.5,8)",29787.58,PNOA-2024-GAL-558-4667-H29-NPC01
p0033,82,556333.5,4667389.5,1.2899999618530273,"[0,2)",287125.4,PNOA-2024-GAL-556-4668-H29-NPC01
p0223,83,561059.5,4667326.5,33.08000183105469,"[15,35)",161177.83,PNOA-2024-GAL-561-4668-H29-NPC01
p0240,84,548677.5,4679988.5,39.810001373291016,"[35,inf)",10402.6,PNOA-2024-GAL-548-4680-H29-NPC01
p0077,85,553581.5,4661354.5,2.2300000190734863,"[2,5.5)",77574.83,PNOA-2024-GAL-553-4662-H29-NPC01
p0080,86,556250.5,4685953.5,5.230000019073486,"[2,5.5)",77574.83,PNOA-2024-GAL-556-4686-H29-NPC01
p0193,87,560290.5,4674032.5,12.579999923706055,"[8,15)",100390.24,PNOA-2024-GAL-560-4675-H29-NPC01
p0167,88,565585.5,4672727.5,13.489999771118164,"[8,15)",100390.24,PNOA-2024-GAL-565-4673-H29-NPC01
p0084,89,564205.5,4666874.5,3.490000009536743,"[2,5.5)",77574.83,PNOA-2024-GAL-564-4667-H29-NPC01
p0039,90,556162.5,4686534.5,0.47999998927116394,"[0,2)",287125.4,PNOA-2024-GAL-556-4687-H29-NPC01
p0017,91,558174.5,4673421.5,1.7200000286102295,"[0,2)",287125.4,PNOA-2024-GAL-558-4674-H29-NPC01
p0206,92,556229.5,4666314.5,20.530000686645508,"[15,35)",161177.83,PNOA-2024-GAL-556-4667-H29-NPC01
p0010,93,556364.5,4662797.5,1.659999966621399,"[0,2)",287125.4,PNOA-2024-GAL-556-4663-H29-NPC01
p0212,94,553645.5,4664891.5,21.40999984741211,"[15,35)",161177.83,PNOA-2024-GAL-553-4665-H29-NPC01
p0006,95,561291.5,4667609.5,0.6899999976158142,"[0,2)",287125.4,PNOA-2024-GAL-561-4668-H29-NPC01
p0042,96,555978.5,4662866.5,2.5899999141693115,"[2,5.5)",77574.83,PNOA-2024-GAL-555-4663-H29-NPC01
p0035,97,557376.5,4682380.5,0.1599999964237213,"[0,2)",287125.4,PNOA-2024-GAL-557-4683-H29-NPC01
p0047,98,564758.5,4666085.5,2.2899999618530273,"[2,5.5)",77574.83,PNOA-2024-GAL-564-4667-H29-NPC01
p0207,99,553141.5,4679625.5,18.969999313354492,"[15,35)",161177.83,PNOA-2024-GAL-553-4680-H29-NPC01
p0134,100,560802.5,4668174.5,7.489999771118164,"[5.5,8)",29787.58,PNOA-2024-GAL-560-4669-H29-NPC01
p0194,101,559313.5,4675464.5,14.010000228881836,"[8,15)",100390.24,PNOA-2024-GAL-559-4676-H29-NPC01
p0210,102,561339.5,4669072.5,16.09000015258789,"[15,35)",161177.83,PNOA-2024-GAL-561-4670-H29-NPC01
p0013,103,560160.5,4664448.5,0.20000000298023224,"[0,2)",287125.4,PNOA-2024-GAL-560-4665-H29-NPC01
p0200,104,554347.5,4681292.5,8.680000305175781,"[8,15)",100390.24,PNOA-2024-GAL-554-4682-H29-NPC01
p0225,105,566879.5,4668129.5,22.020000457763672,"[15,35)",161177.83,PNOA-2024-GAL-566-4669-H29-NPC01
p0156,106,558392.5,4678714.5,7.570000171661377,"[5.5,8)",29787.58,PNOA-2024-GAL-558-4679-H29-NPC01
p0238,107,567307.5,4671928.5,39.7400016784668,"[35,inf)",10402.6,PNOA-2024-GAL-567-4672-H29-NPC01
p0097,108,557280.5,4662982.5,2.880000114440918,"[2,5.5)",77574.83,PNOA-2024-GAL-557-4663-H29-NPC01
p0232,109,553918.5,4665256.5,28.020000457763672,"[15,35)",161177.83,PNOA-2024-GAL-553-4666-H29-NPC01
p0037,110,560704.5,4674537.5,1.7100000381469727,"[0,2)",287125.4,PNOA-2024-GAL-560-4675-H29-NPC01
p0124,111,556902.5,4681021.5,6.679999828338623,"[5.5,8)",29787.58,PNOA-2024-GAL-556-4682-H29-NPC01
p0093,112,555196.5,4660738.5,2.380000114440918,"[2,5.5)",77574.83,PNOA-2024-GAL-555-4661-H29-NPC01
p0133,113,563187.5,4671701.5,7.789999961853027,"[5.5,8)",29787.58,PNOA-2024-GAL-563-4672-H29-NPC01
p0104,114,559825.5,4668409.5,5.53000020980835,"[5.5,8)",29787.58,PNOA-2024-GAL-559-4669-H29-NPC01
p0211,115,557423.5,4673134.5,28.3700008392334,"[15,35)",161177.83,PNOA-2024-GAL-557-4674-H29-NPC01
p0052,116,557865.5,4677562.5,2.2100000381469727,"[2,5.5)",77574.83,PNOA-2024-GAL-557-4678-H29-NPC01
p0012,117,557109.5,4665149.5,1.9900000095367432,"[0,2)",287125.4,PNOA-2024-GAL-557-4666-H29-NPC01
p0064,118,561031.5,4667356.5,2.9100000858306885,"[2,5.5)",77574.83,PNOA-2024-GAL-561-4668-H29-NPC01
p0131,119,557978.5,4673119.5,5.730000019073486,"[5.5,8)",29787.58,PNOA-2024-GAL-557-4674-H29-NPC01
p0186,120,553884.5,4676076.5,8.739999771118164,"[8,15)",100390.24,PNOA-2024-GAL-553-4677-H29-NPC01
p0222,121,562383.5,4668151.5,17.31999969482422,"[15,35)",161177.83,PNOA-2024-GAL-562-4669-H29-NPC01
p0205,122,556699.5,4667816.5,18.06999969482422,"[15,35)",161177.83,PNOA-2024-GAL-556-4668-H29-NPC01
p0132,123,563749.5,4673191.5,7.739999771118164,"[5.5,8)",29787.58,PNOA-2024-GAL-563-4674-H29-NPC01
